dim1,dim2,dim3,prompt
-17.051744,22.02494,12.64781,a person holding a pair of earrings in their hand
27.570024,-2.3638399,-24.55849,a shelf filled with lots of different colored roofing sheets
5.5013814,-34.013607,13.910189,a small waterfall in the middle of a forest
36.437267,7.5283465,-19.519947,a bed with a gray comforter and pillows
-10.494365,31.315151,-19.728079,a black and white photo of a harbor
-29.621052,-24.221159,-1.580324,a group of young men playing a game of soccer
13.968789,4.5667357,-16.545343,a woman sitting at a table with a row of beer glasses in front of her
43.079212,-16.954634,17.717743,the holiday inn hotel and suites
-39.082016,16.924393,7.735913,a woman wearing a red shirt and black skirt
-21.481613,14.059134,28.496693,a pair of brown hiking boots on a white background
-0.07360451,-10.014039,29.606508,a blue sports car parked in a dirt lot
-19.803047,-3.0946329,-6.8452244,a man standing in front of a red barn
-4.0923443,-24.702438,22.666878,an aerial view of the city of seattle
-7.217869,17.552534,22.067225,an image of a tent on a white background
15.369793,-14.237095,29.586788,a sign that says home is where my plants are
-28.697147,19.286531,2.12195,a man in a pink shirt and blue pants
-26.8369,8.027842,7.8053007,two women looking at shoes in a store
-10.826517,-29.694584,-9.933379,a group of people walking down a street holding american flags
-3.1576877,4.5551043,32.250538,a red motorcycle on a white background
-13.905602,-19.465397,-5.2861533,a group of children standing in front of a building
-8.125398,-34.51905,5.091461,a herd of deer standing on top of a grass covered field
-40.640232,8.973756,-1.9725968,a woman in a long white dress
-26.067213,-6.9981923,-28.079481,a boy and a girl talking to each other
33.002827,-22.965424,-18.494656,a set of three white cupboards next to each other
-5.4126554,20.643055,12.278641,a close up of a bracelet on a pile of rocks
-6.0947413,-21.659327,-9.330166,two people setting up a tent near a lake
-45.86901,11.395785,7.073048,a woman is wearing a pink outfit and holding a purse
9.166392,-26.531063,-23.262402,three cupcakes with white frosting and red sprinkles
6.050093,-7.812344,-13.173181,a machine that is sitting on top of a table
-30.31545,-2.3414276,-26.587048,a man and a woman kissing in a room
45.74715,-18.644619,-10.935603,a baby sitting in a high chair playing with a toy
10.66352,-28.974962,3.9980862,a green inflatable frog floating in a pool
2.749718,-11.37548,35.910164,two jeeps are parked on a rocky hill
-22.573746,16.556551,12.553788,a pair of jeans on a hanger
-29.738989,8.834226,-9.229165,a smiling woman holding a bag of food
37.772114,-7.7911687,-22.750946,a walk - in closet with lots of clothes
2.9854026,10.473121,-8.005126,a guitar sitting on top of a black couch
21.167906,-9.260851,-24.849812,a black case with a handle and latches
-7.879503,13.031904,38.16206,a mexican flag on a white background
-42.447304,-5.3453155,5.870759,a close up of a mannequin wearing a red hat
26.281649,5.206589,9.144001,an empty office with lots of glass walls
-38.543182,-0.08416319,4.020635,a young girl in a black dress posing for the camera
0.98031867,23.875212,29.436554,a black toilet bag on a white background
-33.21121,19.230282,5.4401655,a woman wearing a white shirt and black pants
-8.724089,-3.8298054,2.3366246,a group of sailors standing in front of a large battleship
-16.844767,-17.402674,-17.35216,a group of people standing next to each other
-14.732177,-32.604733,0.21173565,a firefighter spraying water on a house
43.053955,-5.2979255,1.785625,"a hotel room with a bed, chair and ottoman"
-5.7880583,3.5125115,30.210829,a motorcycle wheel with red spokes on a white background
29.243357,-3.6491387,-3.3474088,a ladder leaning against a bookshelf in a room
0.1917266,9.525996,16.96162,a close up of a usb drive on a white surface
-20.992903,22.98101,-12.509253,a black and white photo of a man wearing a hat
34.881138,1.8415928,4.3436217,a living room with a chair and a window curtain
10.897119,-13.568917,7.078981,a glass jar with a label on it
7.158554,-15.341904,-18.338964,a cake sitting on top of a wooden table
1.2139201,-4.2347465,36.277714,a motorcycle is parked in a showroom
-0.5252132,-28.960192,-19.513845,three decorated easter eggs sitting next to a basket
8.39804,17.704992,23.044498,three power invertors on a white background
-36.15951,22.796667,2.350799,a woman in a white shirt and a green helmet
21.711994,3.7706075,-11.070726,a counter with bottles of wine on it and a chair in front of it
0.18520594,-7.852826,25.902586,an orange and white classic car parked in a parking lot
17.787655,22.933554,13.887382,a map of canada with the provincess highlighted
30.27657,-23.62539,0.8808108,a kitchen with a sink and a couch in it
2.0092149,-17.252218,-16.691698,a knife sitting on top of a piece of wood
-12.15511,-1.1479369,-23.055197,a woman is holding a fluffy cat on her lap
-12.761327,-15.709934,-36.62977,"a quote that says, you are worth the quiet moment you are worth the deeper breath you"
-5.6233025,-20.886942,1.6407336,a large building with a cross on top of it
24.763035,19.395117,6.725962,"a map of restaurants, bars, and shops"
-17.869263,-25.4716,-1.3603288,two people standing on a hill with a fire in the background
46.1596,-13.877578,-8.061233,a baby's room with a crib and a chair
16.367086,-6.480954,-6.455,a close up of a quilt on a table
-45.958355,8.552001,3.486484,a woman in a pink and white dress and a woman in a pink and white dress
-3.1942577,9.795266,12.9579525,a close up of a rope on a white surface
2.1378238,2.5476787,29.073683,a brown motorcycle parked on a white surface
13.368539,17.059853,-19.631275,"a blue, orange, and white cube ottoman"
-39.186104,31.41946,0.22747542,a blue sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sp
-20.40998,-22.156263,-4.8160076,a screenshot of a person standing on a set of stairs
9.531946,12.098821,13.831654,a white toilet sitting next to a white sink
13.278025,-22.485332,9.521906,a pump with a hose attached to it
-0.9235762,12.091421,23.636608,a close up of a metal object on a white background
7.2924085,-28.036154,-11.182219,a white plate topped with crackers and a cheese ball
-14.662129,-16.829708,2.8861942,a man standing inside of a building under construction
-3.5051744,2.139227,-29.737162,two dogs sitting on a couch in a living room
37.929134,-5.7498446,-4.55633,a bedroom with a bunk bed and a chair
43.564995,7.2658076,14.864902,a living room filled with furniture and a fire place
41.19253,-4.7246428,-15.320074,a bedroom scene with focus on the bed and dressers
-5.5312357,-12.029962,12.337769,a large body of water with a city in the background
-14.378147,-31.732193,-16.530123,a sign that says refugees are human beings
10.203359,0.25746435,18.637182,a white conservatory with a glass roof
-17.058506,32.68618,-8.12865,a man in a bow tie sitting at a table
-2.3386822,7.9846177,-0.71383595,a man standing on a dock playing a guitar
33.389538,-15.759481,-23.308933,a white and blue box with four drawers
-27.269209,13.842881,27.300156,a grey adidas running shoe on a white background
-11.386912,41.127663,-8.644164,a bottle of boss bottled cologne on a white background
39.80523,5.924743,-22.938807,a gray couch with pillows on top of it
12.215365,-0.5579531,-12.176214,three glass jellys sitting on top of a table
-10.969416,23.544018,17.81796,three pieces of jewelry on a white surface
-4.341496,-36.304554,26.175776,a view of the earth from the international space station
-26.964087,-26.30515,6.28926,two female cricket players walking on a field
-0.2391313,-24.006443,25.207693,an aerial view of a campus surrounded by trees
-16.040043,0.9352535,-3.2030146,a man holding two cans of beer up to his face
-37.96953,6.9865117,17.630707,a woman in white tights and fishnet stockings
12.215493,-10.944511,6.637703,a glass jar with a picture inside of it
-38.123226,10.898015,6.0371213,a woman wearing a black and gold dress
-35.924843,16.470863,-7.5801315,a girl in a maroon shirt playing a clarinet
-46.138134,5.472928,-0.7273532,a woman wearing a dusty pink bridesmaid dress
-4.5606375,38.045063,-1.1420716,a close up of a statue of a dog with a butterfly on it's wing
12.088025,31.054201,21.011135,the experis manpower group logo
-12.677606,-8.746355,0.9954546,a group of men standing on top of a boat
21.610416,-29.696306,-23.688179,a store filled with lots of different types of cleaning products
-1.4599569,-5.5294933,7.1780763,a bunch of boats that are sitting in the water
-30.002218,21.641321,7.1202364,a woman in a white shirt and beige pants
-14.020208,-11.712574,-12.8397455,a group of people standing around a turkey
3.4510205,26.805325,-0.76329297,a close up of a cell phone connected to a usb cable
-8.759249,24.261852,5.313747,a close up of a ring with a skull on it
-0.8993511,-20.210934,15.436179,an artist's rendering of a building on a city street
25.451466,28.63241,-1.6898898,a graph that shows the number of people in the city
5.835094,-25.486383,-8.255728,a close up of a bowl of crackers
-5.8962207,-17.579218,-21.89444,a group of people cutting a ribbon in a room
14.2961235,-13.765447,25.413622,a house that is in the grass
-14.981373,31.8732,-21.628363,a black and white photo of a mountain range
-9.836675,-20.506456,5.8442855,a large stone building with a clock tower on top of it
25.336206,-15.519101,9.886378,a patio with chairs and a table in front of a house
5.0885625,17.96515,33.91516,a black and white baby crib on a white background
12.623052,-16.408916,-18.229065,a bag of koongs chewy treats sitting on a table
-4.958068,-25.09345,35.626293,a large jetliner sitting on top of an airport tarmac
-17.28317,-1.9132938,-3.9280825,a man standing in front of a barrel of beer
-28.440258,-30.147484,-6.983717,a group of people that are playing guitars
35.05703,-27.758257,4.671532,a bathroom with a sink and a toilet
14.63276,-0.8716856,-19.529888,a pair of sunglasses sitting on top of a table
35.28284,-1.1614285,6.7726164,a living room with a couch and a window
-12.65369,16.438072,-17.430243,a painting of a man in a black hat
-7.785692,25.08336,32.533855,clear plastic tubes on a blue background
-32.51816,1.3691207,5.2810388,a woman in a white lingerie posing for a picture
38.27063,-0.993945,-6.793206,a bedroom with a bed and a closet
-16.09464,37.660625,-1.1537465,a rubber duck with a red and yellow checkered tie on it's neck
-3.6841996,-6.868631,-25.627848,a group of people sitting around a living room
-18.73294,24.90697,-17.315228,a black and white photo of a man standing next to a car
16.855995,-5.836424,1.1998142,a close up of a bunch of flowers on a table
-11.311038,12.719109,3.8583827,a close up of a person holding a button
48.731857,1.6209058,-5.669283,a bed room with a neatly made bed and a flat screen tv
6.6573443,26.041998,-23.860643,a poster for a concert with a monster face on it
-27.744379,-7.2958226,-10.972515,a woman standing in front of a brick wall
35.61964,-3.877149,8.981544,a living room with a couch and a table
-9.61734,-23.805851,14.4664135,a street at night with a tower in the background
10.773355,-3.7520583,6.3824396,a carved box with flowers and birds on it
3.242126,26.14743,2.9969866,a close up of a computer motherboard with a cable connected to it
-33.172134,19.089436,-21.163712,a screenshot of a number of reviews on a website
6.4738245,-5.318085,32.109585,a black bmw suv parked in front of a lake
15.708801,-25.214653,-9.220078,a table set with white plates and silverware
39.4203,-3.0392418,-2.904369,a bedroom with a bunk bed and a desk
-24.816183,-13.619305,7.667208,a police officer standing in front of a statue
0.09949942,15.099451,25.112019,a close up of a metal object on a white background
17.556797,-26.331558,13.335493,a machine that has a lot of bottles on it
2.1821187,16.5461,3.6063213,a dinosaur skull mounted on a brick wall
-6.8441596,39.873756,4.830212,a hand holding a small purple elephant on a gold chain
2.4891388,-28.3978,-17.591997,three pieces of chocolate with an egg on top
-16.73011,34.09211,8.82277,a leather strap with a blue and white design on it
-11.330364,-25.895908,-15.821879,a group of people holding up signs at a protest
19.258282,-21.961517,2.1911871,a kitchen faucet with a metal handle
-36.06831,-19.105392,-14.721019,a man and a woman working out in a gym
38.127113,8.809696,11.3700905,a living room filled with furniture and a christmas tree
4.128633,-8.450769,28.69591,a row of white vans parked in a parking lot
40.707024,3.6464775,-3.951075,a bedroom with a large bed and a large window
-30.543537,10.62187,-22.843737,a comic page with a woman talking to a man
-6.783988,5.086066,-10.983281,a man sitting on top of a chair in front of a green curtain
7.2483115,-3.633372,-34.70255,a couple of clamps sitting next to each other
12.596736,-1.6704248,-1.3665608,a vase of pink roses sitting on a table
43.615505,-1.2176863,-1.9081218,a hotel room with a large bed and a desk
12.248498,-31.305683,-12.150405,a white bowl filled with black beans and tofu
-45.679142,13.741334,-4.4520397,a woman with long hair wearing a white top
52.070637,5.3728843,10.966991,a living room filled with furniture and a flat screen tv
-4.271201,18.941027,16.585392,a close up of a bracelet on a white background
7.0888443,-32.92753,-10.7982855,a package of lasagna lasagna lasagna
10.414944,-21.062788,-12.966168,a white bowl filled with food on top of a wooden table
17.302137,-1.358171,9.887215,a crocheted potted plant with purple flowers
-44.28835,16.346739,3.057694,a woman wearing a colorful kimono
24.668848,19.918028,12.908412,a map of the kubera cave area
-20.345913,29.341503,-14.58107,a black and white photo of a man sitting on a couch
21.350412,-4.2155395,-30.668558,a rollo hanging bag with various items in it
-41.58201,-8.049556,-14.911073,a woman holding a baby in her arms
-7.812219,11.8130245,19.829645,a camera lens on a white background
43.564995,7.2658076,14.864902,a living room filled with furniture and a fire place
-27.756449,18.714336,20.0895,a pair of pink and black sandals
-10.16092,-20.575695,-10.710859,a group of people standing in front of tents
-13.629219,-23.778368,8.157212,a paper model of a castle with a clock tower
-39.090534,1.3680768,-6.124687,a woman in a white dress standing on a red carpet
25.498396,-0.8816962,-27.299788,a pile of different colored saddle covers
3.445013,-11.934936,18.835117,a building with a map on it and a parking lot in front of it
12.794534,33.9443,18.160355,the rv ribble valley business awards logo
22.301508,25.352604,13.05894,an old map of the united states
-30.313707,5.2247076,-16.666157,a woman and a child are painting a bus
18.025042,-8.227442,-24.390028,a black case with a pair of scissors in it
-2.055946,35.274612,-1.0578767,a birthday card with a butterfly on it
-8.044029,27.155165,-20.315527,a black and white photo of a city street
-35.879486,-1.6630251,-8.33229,a man and a woman standing on a red carpet
10.051136,-26.912306,-14.413059,a white plate topped with a salad on top of a table
7.365104,3.7324476,8.934746,a doll sitting on top of a white plate
-20.634972,21.789976,20.414345,a pair of red earrings on a black background
41.237732,-6.5191355,-2.3555067,"a bedroom with a bed, desk and a chair"
14.928861,-9.463919,-15.092015,a wedding ring sitting on top of a feather
-7.290188,-1.4571601,34.53882,a close up of the front of a motorcycle
2.6481588,25.45441,-10.83673,a person holding a cell phone in their hand
-0.84076244,4.752731,18.2805,a machine that is on a white surface
43.564995,7.2658076,14.864902,a living room filled with furniture and a fire place
32.310215,29.988844,0.13289735,a bar chart showing the number of bitcoins in bitcoin futures
25.086863,-16.304441,-12.075227,a metal storage cabinet with several shelves
-20.071394,20.24858,-10.112548,a black and white photo of a man in a suit
2.3538492,10.31963,-14.094856,a red couch sitting in front of a brick wall
-25.575674,0.21273132,16.113617,a woman wearing a virtual reality headset and headphones
-0.27052703,11.130459,29.713423,a silver car on a white background
-7.3491282,-9.181967,8.112012,a large boat traveling across a large body of water
1.055274,25.868654,-5.099592,a close up of a cell phone on a pole
-38.846836,-7.4406543,-14.298197,a woman holding a child in her arms
-41.972057,15.879619,-3.9984474,a woman with long brown hair wearing a necklace
40.172752,-0.730417,17.447813,a living room filled with furniture and a wooden floor
-20.058874,-21.60464,-27.807535,two men shaking hands in front of flags
12.088488,-21.313679,22.587551,a christmas tree with a heart on top of it
-37.20162,10.471001,11.476517,a woman wearing a black dress and heels
-32.54159,13.891963,10.806542,a woman wearing a black blouse and leather pants
1.9439989,0.9200866,-5.478694,a black blender sitting on top of a counter
-0.9235762,12.091421,23.636608,a close up of a metal object on a white background
11.373866,-8.510054,-30.11019,three pieces of soap sitting on top of each other
24.148825,33.039272,-1.9126325,a line graph showing the number of covidid cases
4.7395883,-6.5568347,-9.862996,a machine that is sitting on top of a table
3.1982675,-11.308522,-17.920105,a group of chairs sitting in a circle on top of a wooden floor
-19.242855,-9.196508,-17.141333,a group of women standing next to each other in front of a window
15.409159,33.808628,-3.6663263,a green line graph with a green arrow
-28.820784,16.05228,-0.9041231,a man in a blue shirt holding a sword
-17.32432,-11.912303,-6.9035134,a man in a military uniform standing in front of a group of people
-1.3335464,-9.158153,-17.81547,a group of people sitting around a wooden table
26.942503,35.830128,2.519776,a bar chart showing the number of business segments
-18.897572,-6.5857325,-20.30079,two women standing next to each other in front of a fence
8.817979,-27.036247,-19.089523,a white plate topped with cupcakes covered in caramel
15.706453,-2.3865483,0.90195394,a vase filled with lots of flowers on top of a table
-30.492807,3.1693568,0.68662965,a woman in a green bodysuit posing for a picture
-10.836192,-33.49247,-22.88452,a zombie holding a gun in a room
28.563583,-6.9978094,-5.758605,a bookshelf filled with lots of books in a library
-11.129518,9.372185,1.3069217,a person placing a piece of a puzzle
2.3172297,-30.999296,9.42446,a river running through a lush green field
-4.345981,17.315254,-22.08451,a painting of a house on the cover of a magazine
8.842154,-9.195639,-0.50323904,a close up of a revolver on a table
-20.942966,13.329795,16.104082,a close up of a pair of shorts
-7.746255,3.5088468,-16.851246,a drawing of a woman sitting on a chair
22.862902,-1.6894522,29.364115,this is a computer rendering of a house
9.44863,-0.8197203,-38.214394,two amps sitting next to each other on a gray surface
-12.293129,7.025147,18.273811,a sony mirrorless camera with a 32 - 70mm lens next to it
2.6864638,36.923996,-11.763729,an advertisement for the auto stop safety razor
-3.0346897,15.607745,-25.256218,a book cover of the ringed castle
-9.776875,12.808072,14.074288,a camera is shown with all of its accessories
