dim1,dim2,dim3,prompt
-6.2362685,14.906502,-12.923711,a child's playroom with wooden toys
16.515589,-7.1047378,0.4553817,a close up of a single fiber module
20.782476,-15.726356,-5.6526766,a couple of hoses sitting next to each other
-3.948025,2.293133,-2.5717788,a cartoon of a man sitting on top of a chair
-10.118108,22.036596,-13.069189,a bed room with a neatly made bed
-4.4854674,-28.311617,-15.964348,a person holding a pair of earrings in their hand
13.59166,11.276751,-14.311546,a shelf filled with lots of different colored roofing sheets
23.469223,9.995871,25.369854,a small waterfall in the middle of a forest
-13.875048,20.745375,-21.63423,a bed with a gray comforter and pillows
21.248465,0.28291062,19.988743,a black and white photo of a harbor
-12.615771,20.482536,23.568312,a group of young men playing a game of soccer
3.831206,-1.7842016,-18.381945,a woman sitting at a table with a row of beer glasses in front of her
-14.28819,29.21433,-4.984568,the holiday inn hotel and suites
-29.63053,-24.176147,-5.599442,a woman wearing a red shirt and black skirt
-5.330443,-21.472929,2.8268797,a pair of brown hiking boots on a white background
4.706613,-5.2185884,20.021862,a blue sports car parked in a dirt lot
0.6825932,0.5101629,18.190908,a man standing in front of a red barn
23.718542,8.252991,12.787077,an aerial view of the city of seattle
3.4396472,-16.963825,7.116692,an image of a tent on a white background
-20.070795,-3.8191223,26.114584,a sign that says home is where my plants are
-15.529489,-28.208628,3.2116394,a man in a pink shirt and blue pants
-12.037059,-18.417124,8.0567875,two women looking at shoes in a store
-11.408581,7.7220955,26.89544,a group of people walking down a street holding american flags
7.4959397,-14.836446,17.173819,a red motorcycle on a white background
-9.140901,11.393188,18.426876,a group of children standing in front of a building
12.182936,12.971838,26.488346,a herd of deer standing on top of a grass covered field
-24.748884,-15.668031,2.839266,a woman in a long white dress
-20.563416,13.428278,7.5739317,a boy and a girl talking to each other
4.7093096,18.558178,-17.389109,a set of three white cupboards next to each other
3.54266,-25.013912,-2.6228492,a close up of a bracelet on a pile of rocks
-16.944874,13.988756,19.32129,two people setting up a tent near a lake
-10.433536,-24.509768,-14.054122,a woman is wearing a pink outfit and holding a purse
7.0814214,-1.4937384,-31.244616,three cupcakes with white frosting and red sprinkles
7.575992,0.8848838,-8.876462,a machine that is sitting on top of a table
-20.881004,18.488981,9.525582,a man and a woman kissing in a room
-13.264822,8.222435,-10.328798,a baby sitting in a high chair playing with a toy
-13.792868,-10.089221,21.392107,a green inflatable frog floating in a pool
3.2854242,-6.8487425,24.293148,two jeeps are parked on a rocky hill
-14.065291,-20.63318,-18.836164,a pair of jeans on a hanger
-5.8745813,-9.333538,-27.768051,a smiling woman holding a bag of food
-1.6487776,24.119125,-17.995762,a walk - in closet with lots of clothes
8.421495,-1.6441038,1.8504572,a guitar sitting on top of a black couch
-5.022726,-14.580775,-17.264915,a black case with a handle and latches
4.2103343,-12.498596,7.547046,a mexican flag on a white background
-17.99304,-12.156085,-3.6955252,a close up of a mannequin wearing a red hat
7.9856853,29.46127,3.8218942,an empty office with lots of glass walls
-34.10813,-16.143764,1.5055097,a young girl in a black dress posing for the camera
8.697573,-11.389128,-2.9112587,a black toilet bag on a white background
-21.795635,-25.349932,0.3302065,a woman wearing a white shirt and black pants
15.979297,-3.5952652,23.587847,a group of sailors standing in front of a large battleship
-15.537834,7.4231386,12.312825,a group of people standing next to each other
27.217543,-16.32307,-9.117182,a firefighter spraying water on a house
-10.778629,23.268713,-5.0968823,"a hotel room with a bed, chair and ottoman"
5.4816833,-16.667004,16.989841,a motorcycle wheel with red spokes on a white background
5.6754336,13.883615,-9.527698,a ladder leaning against a bookshelf in a room
13.340239,-21.013796,8.174685,a close up of a usb drive on a white surface
-7.5371566,-6.685968,3.8242574,a black and white photo of a man wearing a hat
2.5015588,31.996069,-1.7215512,a living room with a chair and a window curtain
5.909968,-14.483522,-10.897621,a glass jar with a label on it
5.192444,3.1181238,-18.722857,a cake sitting on top of a wooden table
8.6478405,-12.548056,25.998827,a motorcycle is parked in a showroom
6.083015,-4.719906,-36.70325,three decorated easter eggs sitting next to a basket
14.792483,-11.005073,8.48213,three power invertors on a white background
-19.436232,-21.504158,-1.3859195,a woman in a white shirt and a green helmet
2.5825276,-7.669498,-16.598484,a counter with bottles of wine on it and a chair in front of it
7.1038184,-3.3932116,20.202991,an orange and white classic car parked in a parking lot
31.467031,8.535826,3.578024,a map of canada with the provincess highlighted
7.9024615,25.22115,-5.68617,a kitchen with a sink and a couch in it
0.59932435,3.6874194,-16.932543,a knife sitting on top of a piece of wood
-20.053326,6.2235355,-5.1118894,a woman is holding a fluffy cat on her lap
-23.81684,-12.822121,15.198038,"a quote that says, you are worth the quiet moment you are worth the deeper breath you"
8.328415,4.819323,11.177482,a large building with a cross on top of it
22.23572,7.5541883,3.2607677,"a map of restaurants, bars, and shops"
-21.68793,12.595886,18.1175,two people standing on a hill with a fire in the background
-12.306116,11.307555,-12.2959585,a baby's room with a crib and a chair
-2.3386438,-2.4580247,-9.593177,a close up of a quilt on a table
-24.90572,-14.082947,-3.7041352,a woman in a pink and white dress and a woman in a pink and white dress
11.143856,-22.811537,12.193321,a close up of a rope on a white surface
6.721819,-14.473208,23.330484,a brown motorcycle parked on a white surface
-4.279318,12.643436,-7.961405,"a blue, orange, and white cube ottoman"
19.039572,-25.97447,4.0931854,a blue sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sp
-11.586868,31.0004,5.864568,a screenshot of a person standing on a set of stairs
3.4856193,4.782545,2.842099,a white toilet sitting next to a white sink
22.96277,-19.235561,-7.5529914,a pump with a hose attached to it
9.900371,-17.499409,6.803544,a close up of a metal object on a white background
0.09476804,-3.0679705,-30.455963,a white plate topped with crackers and a cheese ball
-2.525537,5.825666,16.439062,a man standing inside of a building under construction
-9.172552,16.691895,-1.0275335,two dogs sitting on a couch in a living room
-10.504523,17.204294,-9.771263,a bedroom with a bunk bed and a chair
-4.6934443,25.187456,-2.2984233,a living room filled with furniture and a fire place
-6.821252,21.444254,-14.99325,a bedroom scene with focus on the bed and dressers
22.911375,5.0758677,18.81103,a large body of water with a city in the background
-18.517424,-0.8466382,26.23942,a sign that says refugees are human beings
11.5332775,12.783049,14.044869,a white conservatory with a glass roof
-13.643643,-1.8006756,-0.9655958,a man in a bow tie sitting at a table
25.839825,-3.5587807,22.564608,a man standing on a dock playing a guitar
-0.92554903,12.758195,-15.192621,a white and blue box with four drawers
-4.35778,-17.124313,4.6793427,a grey adidas running shoe on a white background
8.176483,-16.444092,-3.8984542,a bottle of boss bottled cologne on a white background
-16.405134,21.655594,-21.83798,a gray couch with pillows on top of it
10.785826,-7.0402555,-21.817701,three glass jellys sitting on top of a table
8.334451,-21.032228,-10.682099,three pieces of jewelry on a white surface
22.76544,15.976755,9.577211,a view of the earth from the international space station
-4.80061,12.918852,27.635973,two female cricket players walking on a field
25.40909,3.5495825,10.107394,an aerial view of a campus surrounded by trees
-5.655005,-14.166184,27.259604,a man holding two cans of beer up to his face
-25.611486,-24.07702,4.463246,a woman in white tights and fishnet stockings
4.0277095,-14.636352,-11.838016,a glass jar with a picture inside of it
-28.328558,-18.82085,-3.048181,a woman wearing a black and gold dress
-19.062645,-30.57827,-8.896488,a girl in a maroon shirt playing a clarinet
-26.053772,-12.224124,-1.4758247,a woman wearing a dusty pink bridesmaid dress
-2.2144682,-13.194038,-3.7093034,a close up of a statue of a dog with a butterfly on it's wing
16.811623,-32.626728,-2.3227282,the experis manpower group logo
-9.172223,-0.5369105,19.94684,a group of men standing on top of a boat
14.012911,8.775741,-10.220228,a store filled with lots of different types of cleaning products
21.90274,1.9931086,29.044628,a bunch of boats that are sitting in the water
-19.513058,-24.687107,2.1085067,a woman in a white shirt and beige pants
-11.965734,4.6291604,11.617882,a group of people standing around a turkey
21.202353,-14.1651125,4.025152,a close up of a cell phone connected to a usb cable
4.3182607,-29.970398,-3.7214558,a close up of a ring with a skull on it
17.245804,7.106931,7.786811,an artist's rendering of a building on a city street
30.958397,7.0396733,-6.4126153,a graph that shows the number of people in the city
-0.83256793,-5.5869274,-28.550116,a close up of a bowl of crackers
-11.90916,15.161361,9.477862,a group of people cutting a ribbon in a room
6.620668,13.9844265,17.959223,a house that is in the grass
24.50827,-1.5324917,12.617402,a black and white photo of a mountain range
8.1409645,8.054167,7.284246,a large stone building with a clock tower on top of it
5.4578576,18.53069,12.9813595,a patio with chairs and a table in front of a house
-12.433386,11.633701,-15.971608,a black and white baby crib on a white background
12.003735,2.5182066,-26.745737,a bag of koongs chewy treats sitting on a table
26.810719,18.10832,15.961815,a large jetliner sitting on top of an airport tarmac
-5.141606,-12.080829,27.280798,a man standing in front of a barrel of beer
-6.5843635,22.630585,17.758343,a group of people that are playing guitars
14.674565,22.686153,-1.0393759,a bathroom with a sink and a toilet
-0.30169842,-3.6006234,-17.965822,a pair of sunglasses sitting on top of a table
3.8935332,28.921963,-2.1198275,a living room with a couch and a window
-5.4865513,-7.4340334,2.404282,a painting of a man in a black hat
19.13816,-20.968233,-2.7618651,clear plastic tubes on a blue background
-35.93519,-21.277912,1.5638342,a woman in a white lingerie posing for a picture
-13.455767,20.036102,-10.778953,a bedroom with a bed and a closet
-17.10185,-14.127874,19.287115,a rubber duck with a red and yellow checkered tie on it's neck
-6.8399825,19.367266,4.933882,a group of people sitting around a living room
9.390471,-6.118885,14.10026,a black and white photo of a man standing next to a car
12.646746,-7.7183657,-15.762433,a close up of a bunch of flowers on a table
-11.768865,-12.612516,-24.179298,a close up of a person holding a button
-6.164002,25.50321,-11.757863,a bed room with a neatly made bed and a flat screen tv
-9.282783,-15.970718,18.05385,a poster for a concert with a monster face on it
-31.256124,-9.388201,4.279396,a woman standing in front of a brick wall
2.8625364,25.388031,-4.5013413,a living room with a couch and a table
15.111977,4.772832,12.0504,a street at night with a tower in the background
3.158168,-16.710192,-18.735949,a carved box with flowers and birds on it
17.87998,-10.471906,-0.15812258,a close up of a computer motherboard with a cable connected to it
-5.8960276,-34.889244,8.799107,a screenshot of a number of reviews on a website
10.399687,-6.8008814,21.43482,a black bmw suv parked in front of a lake
4.344456,7.0656686,-25.821722,a table set with white plates and silverware
-12.820517,17.192661,-8.772605,a bedroom with a bunk bed and a desk
-24.276752,-2.2373624,14.651863,a police officer standing in front of a statue
10.109719,-19.663956,5.4173913,a close up of a metal object on a white background
12.815264,6.138667,-10.213095,a machine that has a lot of bottles on it
-5.5946045,-7.666226,-4.0659056,a dinosaur skull mounted on a brick wall
-3.498521,-28.695038,-8.609529,a hand holding a small purple elephant on a gold chain
4.9793153,-4.374897,-33.353928,three pieces of chocolate with an egg on top
-4.6560197,-21.297945,-9.213129,a leather strap with a blue and white design on it
-15.303001,6.682266,23.614908,a group of people holding up signs at a protest
16.050442,-21.950853,-10.784007,a kitchen faucet with a metal handle
-17.164375,19.72711,12.24933,a man and a woman working out in a gym
-1.1577054,30.59939,4.2029166,a living room filled with furniture and a christmas tree
7.7277026,-4.879629,25.529053,a row of white vans parked in a parking lot
-16.660994,23.02072,-9.086883,a bedroom with a large bed and a large window
-32.51235,7.8105717,7.0006313,a comic page with a woman talking to a man
-4.031431,5.2806935,0.39357615,a man sitting on top of a chair in front of a green curtain
21.080929,-12.281195,-5.350401,a couple of clamps sitting next to each other
9.74462,-10.223152,-15.710765,a vase of pink roses sitting on a table
-12.0472145,25.2155,-6.5429487,a hotel room with a large bed and a desk
-1.3665004,7.5356913,-29.207157,a white bowl filled with black beans and tofu
-22.4006,-18.499487,3.0960922,a woman with long hair wearing a white top
-3.0871372,27.088259,-8.086372,a living room filled with furniture and a flat screen tv
3.5026662,-21.547684,-3.0153198,a close up of a bracelet on a white background
3.1429727,-12.426684,-28.593801,a package of lasagna lasagna lasagna
-0.104027964,5.7727933,-26.726702,a white bowl filled with food on top of a wooden table
12.319329,-18.095022,-16.610094,a crocheted potted plant with purple flowers
-23.578856,-19.528818,-7.688757,a woman wearing a colorful kimono
29.265608,3.8634412,5.5039907,a map of the kubera cave area
-8.697828,-1.3200706,1.0583827,a black and white photo of a man sitting on a couch
-10.259236,-19.833216,-18.843302,a rollo hanging bag with various items in it
-34.314465,-17.57428,-13.210724,a woman holding a baby in her arms
5.0778303,-22.203062,7.2223177,a camera lens on a white background
-2.8278873,23.707893,-0.120432466,a living room filled with furniture and a fire place
-11.137171,-18.003347,1.8330667,a pair of pink and black sandals
-14.347683,12.021429,18.861736,a group of people standing in front of tents
9.813399,6.445269,3.2441695,a paper model of a castle with a clock tower
-25.891888,-11.469619,3.6063285,a woman in a white dress standing on a red carpet
15.68042,11.262301,-15.522878,a pile of different colored saddle covers
8.955188,2.2773092,15.502015,a building with a map on it and a parking lot in front of it
15.314882,-33.970634,-3.8749864,the rv ribble valley business awards logo
27.552824,6.645764,1.5545381,an old map of the united states
-38.20713,-13.284701,-10.113275,a woman and a child are painting a bus
-4.7762537,-12.366068,-16.43658,a black case with a pair of scissors in it
0.62007505,-20.79083,-11.771794,a birthday card with a butterfly on it
19.35095,2.7367654,12.784742,a black and white photo of a city street
-23.156977,11.279398,3.0925944,a man and a woman standing on a red carpet
-1.0520018,1.9030035,-27.10035,a white plate topped with a salad on top of a table
-4.664908,2.9003167,-26.931541,a doll sitting on top of a white plate
-5.41291,-27.619493,-19.929745,a pair of red earrings on a black background
-10.524235,20.166426,-8.751721,"a bedroom with a bed, desk and a chair"
1.889431,-25.995432,-7.2971,a wedding ring sitting on top of a feather
11.102266,-14.228066,18.15954,a close up of the front of a motorcycle
-12.94694,-10.179937,-17.954231,a person holding a cell phone in their hand
9.406422,-0.31106547,-4.7328916,a machine that is on a white surface
-3.0781546,20.565363,-0.15728438,a living room filled with furniture and a fire place
25.475729,8.065781,-10.15865,a bar chart showing the number of bitcoins in bitcoin futures
9.555823,12.406641,-18.050667,a metal storage cabinet with several shelves
-13.699904,-6.337288,3.1815646,a black and white photo of a man in a suit
-10.330571,10.970936,-2.9350498,a red couch sitting in front of a brick wall
-19.664541,-22.737505,-4.8539667,a woman wearing a virtual reality headset and headphones
8.132964,-9.366865,12.521631,a silver car on a white background
18.602283,1.295253,25.476164,a large boat traveling across a large body of water
21.878077,-14.964728,6.7719173,a close up of a cell phone on a pole
-35.759403,-16.865952,-11.94506,a woman holding a child in her arms
-4.550697,-33.027554,-12.878014,a woman with long brown hair wearing a necklace
-1.0102243,22.31998,-6.8873158,a living room filled with furniture and a wooden floor
-21.29056,9.746907,26.872862,two men shaking hands in front of flags
6.156909,-18.49818,-20.079193,a christmas tree with a heart on top of it
-27.423103,-21.077766,-0.8695766,a woman wearing a black dress and heels
-26.101004,-26.547466,-2.6965244,a woman wearing a black blouse and leather pants
6.937596,7.0688863,-10.510066,a black blender sitting on top of a counter
10.30747,-17.429577,4.267227,a close up of a metal object on a white background
7.201455,-7.8435407,-32.139637,three pieces of soap sitting on top of each other
32.752495,3.4143782,-6.3997273,a line graph showing the number of covidid cases
8.587468,3.7190504,-8.07632,a machine that is sitting on top of a table
-1.3266795,15.93572,3.954891,a group of chairs sitting in a circle on top of a wooden floor
-17.202093,3.4458156,9.04022,a group of women standing next to each other in front of a window
35.375217,8.077303,-9.193797,a green line graph with a green arrow
-18.91304,1.1144768,-19.600582,a man in a blue shirt holding a sword
-20.415752,-2.7716951,12.64503,a man in a military uniform standing in front of a group of people
-4.6376915,14.926148,6.924264,a group of people sitting around a wooden table
24.432423,11.657502,-7.8821273,a bar chart showing the number of business segments
-20.738346,3.415156,8.851348,two women standing next to each other in front of a fence
4.058711,-1.1226385,-30.695292,a white plate topped with cupcakes covered in caramel
11.013542,-8.506729,-13.931704,a vase filled with lots of flowers on top of a table
-38.0865,-18.165993,-0.59710455,a woman in a green bodysuit posing for a picture
-5.5681157,8.501588,-13.316351,a zombie holding a gun in a room
8.226846,13.449903,-10.736074,a bookshelf filled with lots of books in a library
-15.375806,-3.6137156,-27.772223,a person placing a piece of a puzzle
17.61178,10.2786045,24.865961,a river running through a lush green field
-0.69003326,-0.8035054,7.457242,a painting of a house on the cover of a magazine
4.4017625,-3.9826999,-8.184052,a close up of a revolver on a table
-10.388685,-25.107063,6.0083694,a close up of a pair of shorts
-5.2162013,4.138452,-4.7689724,a drawing of a woman sitting on a chair
15.378088,10.506808,3.5211377,this is a computer rendering of a house
23.339727,-13.615439,-2.3634522,two amps sitting next to each other on a gray surface
8.963634,-29.107641,8.752932,a sony mirrorless camera with a 32 - 70mm lens next to it
-4.609179,-10.089103,15.239526,an advertisement for the auto stop safety razor
-6.6162786,-25.507387,17.240635,a book cover of the ringed castle
