dim1,dim2,dim3,prompt
5.382295,4.7894077,4.6972013,a blue hose fitting on a white background
2.419856,4.6063385,7.1688,a group of people standing next to each other in a courtroom
2.034129,5.260332,3.7870755,a painting of a woman in a colorful dress
6.279227,5.160392,5.3852873,a close up of a car with flames on it
1.8030128,5.1840987,3.3467333,a woman and a child smiling for a picture
4.0105653,3.7706745,4.734123,a painting of three white orchids with green leaves
4.1439724,5.7284904,7.4314637,a yellow raft floating on top of a body of water
4.893594,3.6828804,3.3020897,a person in blue gloves is reaching for something in a box
4.279119,1.3486755,5.782952,a kitchen with black cabinets and white counter tops
5.265619,4.40128,5.0410423,fluval power filterr for aquariums
3.9914522,1.9304082,6.1267138,a classroom with red chairs and a projector screen
1.9169315,5.4871855,3.9180796,a woman in a wedding dress standing in front of a wall
5.485266,5.7520614,6.288906,a pile of snow sitting on top of a snow covered ground
4.86309,5.193158,5.7961893,a painting of a train track going under a bridge
1.790046,5.4457173,3.614591,a black and white photo of a woman in a dress
6.3822513,5.2559466,5.712296,a black 2019 subaruna parked in front of a white background
4.384354,4.9518642,3.5749145,a helmet with the pittsburgh steelers logo on it
3.878504,4.0037518,4.7139187,a painting of a man holding a bird and flowers
3.6363256,4.827511,3.8391416,a knitted skull sitting on top of a blue blanket
5.422394,2.684828,4.2891135,a row of glasses filled with drinks on a table
5.652738,4.751661,6.3085284,a red and white restaurant website design
5.1735463,5.490943,6.666413,an old black and white photo of a town
2.3621113,0.8603079,5.654247,a bed room with a neatly made bed and a ceiling fan
4.8399425,2.6173239,4.973959,a wooden table sitting on top of a wooden floor
6.3111396,5.126494,5.539273,the interior of a car is clean and ready to be used
4.1060567,1.1298015,5.9805174,a kitchen with a stove top oven sitting next to a window
4.2405396,5.8636675,7.6122146,a couple of boats that are docked in the water
5.111452,3.9315574,3.1806574,a close up of a person holding a passport
4.1411595,1.8068374,6.1436615,a dinning room with a table and chairs
3.6636798,0.9926602,5.545087,"a bathroom with a toilet, sink, and shower"
3.585489,5.475684,3.9353945,a green hat on a white background
6.655375,4.7655907,9.149369,institutional buying and selling by quarter for kt ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny
2.8703606,4.9669313,6.8931303,a group of people standing on top of a stage
5.1066933,3.8069046,7.2970567,a patio with a fire place and steps leading up to it
2.5213273,5.4626603,3.684383,a baby girl's pink dress and white pants
5.1905627,2.8001919,4.1085696,a wine bottle decorated with berries and greenery
5.2384057,5.3875093,7.088597,a view of a village in the mountains
2.4285705,4.775643,6.735473,a couple of fake cows standing next to each other
2.558396,0.9851648,5.608904,a bed sitting in a bedroom next to a window
3.1347744,1.7691594,6.650264,a hallway decorated with christmas lights and decorations
4.2262497,5.864597,7.5108943,a wooden model of a boat on a white surface
3.2855806,5.2647414,6.2031875,a construction worker standing in front of a building under construction
1.6239741,5.580951,3.1571598,a woman wearing a bra and panties posing for the camera
3.1000884,1.5564592,7.1676717,a living room filled with furniture and a fire place
2.447727,0.8159772,5.661321,days inn by wyndham
4.0224385,5.849459,6.9065847,a man riding a surfboard on top of a wave
2.8556218,4.377336,7.1153,a group of people that are playing drums
5.811053,5.711853,7.0370665,a drawing of a city street with a lot of tall buildings
2.0894604,0.17695178,6.4837303,a living room filled with furniture and a flat screen tv
5.7777877,3.0793207,5.1975584,a machine that is sitting on top of a table
5.781669,3.0888383,4.2359123,a woman sitting at a table in front of a window
4.2250795,5.900953,7.582947,a white catamaran docked at a dock
2.6446462,1.7490144,6.9552875,a living room filled with furniture and a staircase
5.0586057,3.0173194,3.6571813,a bottle of courvoisir xo
2.459372,4.4787745,7.1032534,a group of people standing in a room
4.1649876,1.1118186,5.9856563,a kitchen with a stove top oven next to a refrigerator
5.411017,2.7595084,4.2609386,a bottle of champagne sitting on top of a table
2.142448,5.313438,4.340767,a woman standing in front of a microphone
4.7993064,2.8095782,4.119488,a bunch of balloons sitting on top of a table
5.814096,3.078671,5.180569,an old typewriter sitting on top of a table
3.7715027,5.264586,3.5498114,a blue sweater with a zipper on the chest
5.6477532,5.260991,6.7710323,a very tall building with a lot of windows
2.9186373,5.2715163,5.6989107,a man standing at a podium giving a speech
6.1653657,4.357944,4.413983,a close up of a car charger with a cable
2.9809048,2.7656813,5.630112,a brown leather couch sitting on top of a white floor
5.993264,4.8833933,4.3838816,a close up of a pokemon figure on a white background
2.0705833,0.1944937,6.449068,a bed room with a neatly made bed and a flat screen tv
3.2543497,1.5711656,5.7482953,a room with wood floors and white walls
5.485776,3.662334,4.49752,a group of four remote controls sitting next to each other
4.5581927,3.996066,3.9056695,a pen with a pen tip next to it
5.080349,4.3450656,3.030219,a diamond ring on a white surface
3.6079273,2.2415078,5.7916055,a white office chair sitting on top of a white floor
4.6741934,4.3978186,2.9668944,a blue and yellow striped glass pendant on a silver chain
4.8110704,4.4129972,2.954455,a silver ring with a purple stone in the center
4.8820295,2.721009,4.4792085,a bunch of rings sitting on top of a table
4.8336205,5.7017074,7.4862742,the sun is setting over a body of water
6.926028,5.43887,5.2896543,a black and silver motorcycle parked on a white surface
5.7135434,4.9318175,5.6878467,a man holding a dog in front of a cabin
1.8611984,5.6197147,3.5997765,a woman wearing a black and white dress
4.107223,4.0937586,4.947969,a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture
3.097227,4.140366,6.019188,a young boy laying in the grass with his hands on his face
4.56168,2.6555352,3.954234,a person is decorating a cake with icing
2.5825312,1.82183,7.0044346,a spiral staircase in a home with a skylight
5.60925,4.781767,4.593989,a fender guitar amplifier sitting on top of a white background
5.070997,5.236397,6.793402,a black and white photo of a tree
6.149634,4.898339,5.5184727,a close up of a car dashboard with a clock
5.372579,2.6899416,4.345734,a table topped with glass bottles filled with cactus and llamas
5.2122855,4.2296157,3.8897748,a black briefcase on a white background
2.8231268,3.3444831,5.3246346,a woman sitting on a couch holding a microphone
2.8144426,3.5030038,6.9941716,a group of people sitting on the floor in a room
1.8771089,5.9957285,2.9710171,a woman wearing black stockings and high heels
2.4455822,1.9854406,5.2797318,a bed with a brown comforter and pillows
2.7575526,5.434723,4.052875,a white dress with green buttons on a mannequin
5.485586,2.744516,4.286581,two glasses of wine on a table with a view of a lake
2.7650166,5.1998787,5.1308928,a close up of a person wearing a suit and tie
1.9600172,4.5458646,6.5587573,a couple of people standing in a room
5.027179,6.1903725,7.5193553,a large passenger jet taking off from an airport runway
4.4337463,3.1184182,3.6321988,a box filled with assorted canned food items
2.0952551,0.12658669,6.5296717,a living room filled with furniture and a flat screen tv
4.809665,3.5159795,4.5884423,a gym mat with a kettlebell on top of it
5.0562825,3.7750833,7.3536286,a patio with a table and chairs and a ceiling fan
2.9323218,2.3698516,5.9561205,a couch and ottoman in a room
2.8085253,1.3921379,5.656615,a child's playroom with wooden toys
6.0470257,4.3368053,4.336071,a close up of a single fiber module
5.417277,4.541572,4.7914,a couple of hoses sitting next to each other
2.7814589,3.815464,5.4791746,a cartoon of a man sitting on top of a chair
2.398943,1.2286752,5.378773,a bed room with a neatly made bed
4.3638587,4.4355493,2.6875331,a person holding a pair of earrings in their hand
4.004579,2.2366157,5.1967635,a shelf filled with lots of different colored roofing sheets
4.9993873,5.149911,7.37531,a small waterfall in the middle of a forest
2.4397066,2.055456,5.276392,a bed with a gray comforter and pillows
4.8014803,5.683113,7.283335,a black and white photo of a harbor
2.9238932,4.351421,7.1312046,a group of young men playing a game of soccer
5.706779,2.966598,4.1950297,a woman sitting at a table with a row of beer glasses in front of her
2.3455837,0.85873985,5.6988077,the holiday inn hotel and suites
1.7632611,5.906058,3.0177524,a woman wearing a red shirt and black skirt
4.0739493,5.7192593,2.9557147,a pair of brown hiking boots on a white background
6.526083,5.28057,5.831458,a blue sports car parked in a dirt lot
5.852347,5.010191,5.887522,a man standing in front of a red barn
5.5274777,5.7793946,7.241156,an aerial view of the city of seattle
5.926294,5.031847,4.3701367,an image of a tent on a white background
3.966448,4.9589734,5.8933625,a sign that says home is where my plants are
2.7074556,5.8791213,3.051796,a man in a pink shirt and blue pants
4.045442,5.690056,2.9158344,two women looking at shoes in a store
2.448993,5.546094,7.1387477,a group of people walking down a street holding american flags
6.7291975,5.353805,5.123429,a red motorcycle on a white background
2.695188,5.100556,7.275243,a group of children standing in front of a building
3.0472424,5.050804,7.2936034,a herd of deer standing on top of a grass covered field
2.0477836,5.5508585,3.752254,a woman in a long white dress
1.8501372,4.6009307,6.531937,a boy and a girl talking to each other
4.083931,1.5773816,5.364887,a set of three white cupboards next to each other
4.873912,4.5414653,2.992882,a close up of a bracelet on a pile of rocks
2.0668743,4.9375367,6.9309993,two people setting up a tent near a lake
3.826104,4.4669867,3.33073,a woman is wearing a pink outfit and holding a purse
4.5968227,2.4942856,3.7393126,three cupcakes with white frosting and red sprinkles
5.825441,3.0610454,5.1961603,a machine that is sitting on top of a table
1.8093121,4.6347814,6.6585236,a man and a woman kissing in a room
2.3232849,1.6193875,5.5296097,a baby sitting in a high chair playing with a toy
4.1769195,5.428516,7.0940337,a green inflatable frog floating in a pool
6.6092386,5.367408,5.8228064,two jeeps are parked on a rocky hill
4.0981474,4.438972,3.5057323,a pair of jeans on a hanger
3.7819705,4.178245,3.4263883,a smiling woman holding a bag of food
3.3450732,1.6747503,5.3434253,a walk - in closet with lots of clothes
3.0699546,3.0310013,5.492494,a guitar sitting on top of a black couch
4.48132,4.0382934,3.6264708,a black case with a handle and latches
5.7523227,5.2382402,4.69268,a mexican flag on a white background
2.9220052,5.4990973,4.0066195,a close up of a mannequin wearing a red hat
3.3300803,1.7063667,6.3167706,an empty office with lots of glass walls
1.6350459,5.486844,3.3901935,a young girl in a black dress posing for the camera
5.082198,4.269038,3.877824,a black toilet bag on a white background
2.2197285,5.994971,2.9799066,a woman wearing a white shirt and black pants
3.6569407,5.584645,7.507628,a group of sailors standing in front of a large battleship
2.4196925,4.708574,7.227111,a group of people standing next to each other
5.3000655,4.440803,6.977483,a firefighter spraying water on a house
2.28539,0.93140393,5.8070884,"a hotel room with a bed, chair and ottoman"
6.8061,5.3696747,5.1566105,a motorcycle wheel with red spokes on a white background
3.5308685,1.7433529,5.5249968,a ladder leaning against a bookshelf in a room
6.1442046,4.7294054,4.399728,a close up of a usb drive on a white surface
3.1056147,4.663794,5.304735,a black and white photo of a man wearing a hat
2.9831018,1.6321373,6.597649,a living room with a chair and a window curtain
4.582409,3.3744626,3.8544137,a glass jar with a label on it
4.7180476,2.6121562,4.3568845,a cake sitting on top of a wooden table
6.991649,5.435728,5.3860664,a motorcycle is parked in a showroom
4.8784633,3.0400927,3.4907284,three decorated easter eggs sitting next to a basket
5.947316,4.8850274,4.716324,three power invertors on a white background
2.3112593,5.9733224,3.233187,a woman in a white shirt and a green helmet
5.5202603,2.5639298,4.418951,a counter with bottles of wine on it and a chair in front of it
6.4493513,5.2902527,5.9406347,an orange and white classic car parked in a parking lot
6.0224805,5.4852524,7.967499,a map of canada with the provincess highlighted
3.8958297,1.2595344,6.0592446,a kitchen with a sink and a couch in it
4.860191,2.993453,4.57225,a knife sitting on top of a piece of wood
3.0190935,3.514881,5.62762,a woman is holding a fluffy cat on her lap
3.4615526,4.9497757,5.5543933,"a quote that says, you are worth the quiet moment you are worth the deeper breath you"
5.547357,5.290845,6.510531,a large building with a cross on top of it
6.0133843,5.4328237,7.7085085,"a map of restaurants, bars, and shops"
1.8610001,4.8310447,6.636798,two people standing on a hill with a fire in the background
2.2796817,1.4461501,5.537945,a baby's room with a crib and a chair
4.351817,2.8312092,4.7025633,a close up of a quilt on a table
2.0439112,5.420003,3.7143335,a woman in a pink and white dress and a woman in a pink and white dress
6.1258607,4.7928147,4.512605,a close up of a rope on a white surface
6.9428306,5.453655,5.2559586,a brown motorcycle parked on a white surface
3.1426399,2.4872968,5.410056,"a blue, orange, and white cube ottoman"
5.2143025,4.9391007,4.7350855,a blue sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sp
2.5341146,1.9633348,6.9814,a screenshot of a person standing on a set of stairs
3.750088,1.1610694,5.531017,a white toilet sitting next to a white sink
5.440225,4.5355587,4.915354,a pump with a hose attached to it
5.9547834,4.8193274,4.400546,a close up of a metal object on a white background
4.7314577,2.2858279,3.672845,a white plate topped with crackers and a cheese ball
2.9896696,5.103782,6.125003,a man standing inside of a building under construction
2.9360447,2.3543308,6.188293,two dogs sitting on a couch in a living room
2.2700896,1.2811304,5.59083,a bedroom with a bunk bed and a chair
3.1091158,1.5371625,7.1883287,a living room filled with furniture and a fire place
2.421199,1.1260725,5.3487134,a bedroom scene with focus on the bed and dressers
4.9998713,5.700376,7.407729,a large body of water with a city in the background
3.9039106,5.100506,6.1014915,a sign that says refugees are human beings
5.4870343,4.7963495,6.8070035,a white conservatory with a glass roof
2.815203,4.8784494,5.1428304,a man in a bow tie sitting at a table
4.0987134,5.8380456,7.3531137,a man standing on a dock playing a guitar
3.6421137,1.8395783,4.864476,a white and blue box with four drawers
4.0567303,5.7251744,2.9066687,a grey adidas running shoe on a white background
5.161686,4.1808047,3.874493,a bottle of boss bottled cologne on a white background
2.684706,2.3863556,5.4726243,a gray couch with pillows on top of it
5.1954694,2.772775,4.1917787,three glass jellys sitting on top of a table
4.7772818,3.8720124,3.0659542,three pieces of jewelry on a white surface
5.340881,5.9339356,7.3752193,a view of the earth from the international space station
2.2194865,5.5125794,7.204403,two female cricket players walking on a field
5.261261,5.333576,7.3570805,an aerial view of a campus surrounded by trees
5.4500265,3.0952718,4.0451093,a man holding two cans of beer up to his face
2.0923543,5.9801335,2.9933133,a woman in white tights and fishnet stockings
4.3931117,3.5337536,3.7802806,a glass jar with a picture inside of it
1.837628,5.6106167,3.5562558,a woman wearing a black and gold dress
2.4378712,5.6828976,3.3296661,a girl in a maroon shirt playing a clarinet
1.93843,5.4406834,3.782798,a woman wearing a dusty pink bridesmaid dress
4.2861238,4.4662585,3.9969797,a close up of a statue of a dog with a butterfly on it's wing
4.6671724,5.295543,4.595459,the experis manpower group logo
3.4407706,5.366384,7.3559413,a group of men standing on top of a boat
4.25051,1.8741409,5.5925236,a store filled with lots of different types of cleaning products
4.1531916,5.8071446,7.583674,a bunch of boats that are sitting in the water
2.3723567,5.9805055,3.002807,a woman in a white shirt and beige pants
2.4825256,4.60163,7.335829,a group of people standing around a turkey
6.191212,4.11032,4.0360675,a close up of a cell phone connected to a usb cable
4.988112,4.3792853,2.9026353,a close up of a ring with a skull on it
5.726486,5.576261,6.8914175,an artist's rendering of a building on a city street
6.7768617,4.8357816,9.200694,a graph that shows the number of people in the city
4.8858805,2.286456,3.8078656,a close up of a bowl of crackers
2.597862,4.049673,7.0717793,a group of people cutting a ribbon in a room
5.4552627,4.329056,7.0087223,a house that is in the grass
5.0714397,5.4529433,6.926149,a black and white photo of a mountain range
5.696596,5.34822,6.6158338,a large stone building with a clock tower on top of it
5.1763606,3.8589973,7.2766824,a patio with chairs and a table in front of a house
2.4109132,1.5662979,5.3840723,a black and white baby crib on a white background
4.6273575,2.5376987,4.1355996,a bag of koongs chewy treats sitting on a table
4.99795,6.2139034,7.4859962,a large jetliner sitting on top of an airport tarmac
5.5863957,3.242302,4.2517815,a man standing in front of a barrel of beer
2.9092512,4.3774533,7.100841,a group of people that are playing guitars
3.6822042,1.0080925,5.5309854,a bathroom with a sink and a toilet
5.3366485,3.0891469,4.2316537,a pair of sunglasses sitting on top of a table
3.0444775,1.5586509,6.472701,a living room with a couch and a window
3.5459638,4.376416,5.054924,a painting of a man in a black hat
5.3680296,4.8420515,4.599118,clear plastic tubes on a blue background
1.689364,5.5928392,3.1413798,a woman in a white lingerie posing for a picture
2.4242568,1.2085764,5.476986,a bedroom with a bed and a closet
4.2706122,4.8286276,3.8712757,a rubber duck with a red and yellow checkered tie on it's neck
2.894119,3.0778658,7.00907,a group of people sitting around a living room
6.2366633,5.1527624,5.5485373,a black and white photo of a man standing next to a car
4.293008,2.976683,4.518576,a close up of a bunch of flowers on a table
5.0329065,3.8260496,3.259059,a close up of a person holding a button
2.0785034,0.17557876,6.4721203,a bed room with a neatly made bed and a flat screen tv
3.8244052,4.892943,5.1715717,a poster for a concert with a monster face on it
2.078535,5.4376597,4.203266,a woman standing in front of a brick wall
3.1473012,1.582316,6.460316,a living room with a couch and a table
5.7287564,5.7041836,6.9541063,a street at night with a tower in the background
4.1875367,3.509531,3.6227403,a carved box with flowers and birds on it
5.9982557,4.2159863,4.3420844,a close up of a computer motherboard with a cable connected to it
4.536189,4.2705956,5.333557,a screenshot of a number of reviews on a website
6.719863,5.359593,5.6330914,a black bmw suv parked in front of a lake
4.653499,2.1831834,4.060445,a table set with white plates and silverware
2.201251,1.1953455,5.6288505,a bedroom with a bunk bed and a desk
3.0087516,5.325108,5.777587,a police officer standing in front of a statue
5.927276,4.8392305,4.3979974,a close up of a metal object on a white background
5.79459,2.9365501,5.245038,a machine that has a lot of bottles on it
4.1060414,4.464908,4.5259085,a dinosaur skull mounted on a brick wall
4.532439,4.4108195,3.1253722,a hand holding a small purple elephant on a gold chain
4.7010593,2.6151857,3.5471628,three pieces of chocolate with an egg on top
4.409994,4.623648,3.3842452,a leather strap with a blue and white design on it
2.5740676,5.266637,7.0448766,a group of people holding up signs at a protest
5.4351807,4.586857,4.39567,a kitchen faucet with a metal handle
2.1707592,4.4621515,6.755649,a man and a woman working out in a gym
3.1432705,1.6704731,6.857882,a living room filled with furniture and a christmas tree
6.515606,5.3970175,5.9801564,a row of white vans parked in a parking lot
2.5119925,0.9277611,5.6635613,a bedroom with a large bed and a large window
2.57365,4.1508346,5.4434757,a comic page with a woman talking to a man
2.9342518,2.9801366,5.6836596,a man sitting on top of a chair in front of a green curtain
5.4421034,4.2915993,4.573257,a couple of clamps sitting next to each other
4.3390827,3.016742,4.4696827,a vase of pink roses sitting on a table
2.3328314,0.9266537,5.6896405,a hotel room with a large bed and a desk
4.5544477,2.024137,4.2953153,a white bowl filled with black beans and tofu
2.2896063,5.807299,3.3976324,a woman with long hair wearing a white top
2.0959744,0.15727764,6.4983077,a living room filled with furniture and a flat screen tv
4.9383774,4.660407,3.163955,a close up of a bracelet on a white background
4.705706,2.6127796,3.5591223,a package of lasagna lasagna lasagna
4.7449756,2.103761,4.177326,a white bowl filled with food on top of a wooden table
4.2402077,3.43239,4.2893453,a crocheted potted plant with purple flowers
2.051149,5.882618,3.403291,a woman wearing a colorful kimono
5.979198,5.4911556,7.821887,a map of the kubera cave area
3.0339825,4.205085,5.495638,a black and white photo of a man sitting on a couch
4.306077,4.1997623,3.4937308,a rollo hanging bag with various items in it
2.1471107,4.9900026,3.4314487,a woman holding a baby in her arms
6.0059814,4.9523406,4.224304,a camera lens on a white background
3.1425807,1.5138397,7.2179666,a living room filled with furniture and a fire place
4.0238714,5.560128,2.9322393,a pair of pink and black sandals
2.5125303,4.932996,7.2980037,a group of people standing in front of tents
5.735258,5.4419312,6.581697,a paper model of a castle with a clock tower
1.9383204,5.504775,3.8742533,a woman in a white dress standing on a red carpet
3.8167517,2.6396186,5.1966643,a pile of different colored saddle covers
5.9439282,5.399552,7.2443852,a building with a map on it and a parking lot in front of it
4.608688,5.302157,4.601861,the rv ribble valley business awards logo
6.086083,5.434651,8.028405,an old map of the united states
1.9396427,5.0800433,3.5234911,a woman and a child are painting a bus
4.693052,3.9357584,3.9444985,a black case with a pair of scissors in it
4.4426227,4.3039207,3.1113646,a birthday card with a butterfly on it
5.4052444,5.693672,6.855693,a black and white photo of a city street
1.7680229,4.6545453,6.5011387,a man and a woman standing on a red carpet
4.764107,2.194626,3.7900841,a white plate topped with a salad on top of a table
4.618278,2.2708979,3.6638253,a doll sitting on top of a white plate
4.2797565,4.518747,2.6363814,a pair of red earrings on a black background
2.3028803,1.128167,5.5759397,"a bedroom with a bed, desk and a chair"
4.852803,4.352705,2.877709,a wedding ring sitting on top of a feather
6.8331623,5.380234,5.1900997,a close up of the front of a motorcycle
6.0159354,3.8419356,3.8477423,a person holding a cell phone in their hand
5.9266276,3.5837154,5.1753755,a machine that is on a white surface
3.1244483,1.5262039,7.2181525,a living room filled with furniture and a fire place
6.721954,4.869109,9.235278,a bar chart showing the number of bitcoins in bitcoin futures
3.9723265,1.7884791,5.169118,a metal storage cabinet with several shelves
2.8913774,4.9324684,5.289189,a black and white photo of a man in a suit
2.9387438,2.7364383,5.6312795,a red couch sitting in front of a brick wall
2.181254,5.9404697,3.3359435,a woman wearing a virtual reality headset and headphones
6.191042,5.173246,5.404947,a silver car on a white background
4.31472,5.9234333,7.665379,a large boat traveling across a large body of water
6.1852064,4.1094036,4.0054345,a close up of a cell phone on a pole
2.0535772,5.0269017,3.4398887,a woman holding a child in her arms
4.2679224,4.557506,2.7613282,a woman with long brown hair wearing a necklace
3.0470123,1.5587984,7.140156,a living room filled with furniture and a wooden floor
2.6262245,5.668992,6.9794483,two men shaking hands in front of flags
4.2056847,3.53555,3.7672796,a christmas tree with a heart on top of it
1.8627266,5.769361,3.294931,a woman wearing a black dress and heels
1.8569955,5.9923434,2.9121304,a woman wearing a black blouse and leather pants
5.767695,3.0909567,5.2201924,a black blender sitting on top of a counter
6.0217195,4.8168826,4.3447723,a close up of a metal object on a white background
4.7922525,2.9392588,3.5393414,three pieces of soap sitting on top of each other
6.8006244,4.8906856,9.246401,a line graph showing the number of covidid cases
5.808152,3.0904808,5.2072034,a machine that is sitting on top of a table
4.127676,2.2322702,6.1191473,a group of chairs sitting in a circle on top of a wooden floor
2.3028467,4.7514873,7.0828342,a group of women standing next to each other in front of a window
6.919666,4.8364005,9.287539,a green line graph with a green arrow
3.6740348,3.745366,4.637061,a man in a blue shirt holding a sword
3.02483,5.251543,6.463537,a man in a military uniform standing in front of a group of people
2.9721062,3.6642053,7.0554624,a group of people sitting around a wooden table
6.62352,4.7681365,9.214172,a bar chart showing the number of business segments
2.1659174,4.750309,7.006132,two women standing next to each other in front of a fence
4.650186,2.3357956,3.6706116,a white plate topped with cupcakes covered in caramel
4.2932005,3.048089,4.4630375,a vase filled with lots of flowers on top of a table
1.6321939,5.446159,3.2479634,a woman in a green bodysuit posing for a picture
3.4288988,1.8819599,5.4042807,a zombie holding a gun in a room
3.7017586,1.8847982,5.402599,a bookshelf filled with lots of books in a library
4.577389,3.2083256,3.8990748,a person placing a piece of a puzzle
5.1367755,5.054844,7.4025965,a river running through a lush green field
4.0395727,4.4941225,5.1901665,a painting of a house on the cover of a magazine
5.36422,3.047752,4.7768817,a close up of a revolver on a table
3.9182448,5.806808,2.869278,a close up of a pair of shorts
2.9669955,3.547262,5.3237176,a drawing of a woman sitting on a chair
5.645487,5.386506,6.903176,this is a computer rendering of a house
5.59966,4.6130447,4.7571607,two amps sitting next to each other on a gray surface
6.0877795,4.6173744,4.011145,a sony mirrorless camera with a 32 - 70mm lens next to it
3.7916799,4.813474,5.366042,an advertisement for the auto stop safety razor
4.063395,4.4446793,5.2777376,a book cover of the ringed castle
6.0690393,4.581414,3.9268246,a camera is shown with all of its accessories
5.789416,5.4826326,7.691916,a map of a park with a river running through it
5.0613966,3.0806696,4.8784084,a close up of a spider on a wooden surface
4.93254,5.0449786,7.1782575,a bamboo tree in the middle of a forest
6.0329323,5.451669,7.938134,a map of africa with red and green areas
6.015688,3.4145336,5.3160167,a gps device sitting on top of a counter
