,url,key,image_phash,original_caption,tag,attribute,short_caption,detailed_caption,llm_caption
10,https://i.etsystatic.com/11214251/r/il/d036de/2598035652/il_794xN.2598035652_d4ho.jpg,6142,a25e1d2534e5c3d6,Vintage 1980s Large Gold Plated Filigree Pendant Set With A Large Carved /& Pierced Floral Decoration Tigers Eye Stone 2 Inches Long Stunning,['Collier' 'Locket' 'necklace'],"['necklace which is a chain or string to connect the pendant'
 'necklace which is a pendant or charm' 'necklace which has jewelry item']",['a person holding a gold necklace with a lion on it'],"['large hand - carved gold tone pendant on a gold chain, with the gold lion, surrounded by a golden flower'
 'a woman is holding a decorative gold pendant'
 'a person is holding up a gold pendant with a small design']","['A person holds a golden necklace featuring a lion design.'
 'A person holds a gold necklace containing a lion.'
 'A person holds a gold necklace with a lion pendant.']"
11,https://www.vegkitchen.com/wp-content/uploads/2016/04/Brownie-Nut-Butter-Cups-cropped.jpg,7,ea861e924ab4d8f9,Vegan Brownie Nut Butter Cups,['Peanut butter cup' 'Almond biscuit' 'Almond butter'],"['snicker which has nougat and caramel filling'
 'brownie which has topped with nuts, chocolate chips, or other ingredients'
 'confection which has toppings such as sprinkles, crushed nuts, and chocolate chips']",['a bunch of cupcakes sitting on top of a table'],"['small muffins surrounded by slices of chocolate and pecans'
 'several chocolate mini - muffins and a vase of almonds'
 'a table topped with mini batched chocolate muffins']","['The table is covered with a mix bag of tasty delights including nutty treats like almond butter cups, peanut butter cups, and chocolaty brownies topped with chopped nuts!'
 'A group of moist peanut butter and almond butter cupcakes rests on a table covered in an attractively patterned cloth.'
 'The above image shows a group of delicious and colorful cupcakes arranged neatly on a table, accompanied by various nutty treats like almond butter and peanut butter cups.']"
12,https://cdn.shopify.com/s/files/1/0344/5922/2075/products/R850088_480x480.jpg?v=1615501412,400,b9e48611d34fb4e4,Hope HB130 FR Factory Racing Green Edition,['Mountain bike' 'Hybrid bicycle' 'Downhill mountain biking'],"['mountain bike which has straight handlebars'
 'mountain bike which has kickstand'
 'mountain bike which has two wheels of equal size']",['a mountain bike is shown against a white background'],"['a black and green full suspension bike with a white back ground and an orange rim'
 'a fully equipped, full - suspension mountain bike that is painted green and yellow'
 'a bike that is painted in black and green']","['A black and green full suspension mountain bike stands upright against a white backdrop.'
 'A green and black mountain bike stands out against a white background, showcasing its sleek design and impressive features such as wide range of gears and full suspension system'
 'A black mountain bike on a white background stands out due to its sleek design and bright color scheme, emphasizing its ruggedness and performance for downhill mountain biking.']"
13,https://www.faraday.cam.ac.uk/wp-content/uploads/2020/02/Public_Lecture_Kimber19-363x341.jpg,7263,99546aad66933c2b,The Changing Face of Medicine: Stem Cells for Future Medicine – Scientific Advances and a Christian Perspective,['Book cover' 'Academic conference' 'Poster session'],['textbook which has cover with a title and author name'],['a black and white photo of a cell phone'],"['the cover of a book that reads,, the changing face of medicine stem cells a future'
 'a poster with the words the changing face of medicine'
 'a black and white poster with the words, the changing face of medicine']","['A close-up shot of the front cover of ""The Changing Face of Medicine"" by Dr. Sarah Johnson featuring an eye-catching design with bold colors and striking imagery highlighting the topic of medical research advancements through the ages'
 'A book cover with a title and author name about stem cells and their role in the medical field at a scientific  postersession'
 'A book cover displaying a medical concept about stem cells and their role in healthcare']"
14,https://images.webfronts.com/cache/mehkohvgrony.jpg?imgeng=/w_500/h_500/m_letterbox_ffffff_100,5560,89cb3e92369e611e,Malouf - Reversible Bed in a Bag Twin Lilac,['comforter' 'Mattress pad' 'Bed sheet'],"['comforter which is a single-piece or multi-piece construction'
 'comforter which has usually filled with down feathers, synthetic fibers, or a combination of both'
 'comforter which is available in multiple colors, designs and textures']",['a bedroom with pink walls and a white bed'],"['a room with a pink bed and a white bedding'
 ""a child's bed with a matching pink bedspread and a white bench""
 'a bed in a bedroom with a pink and white paint scheme']","[""A room adorned with a plush pink mattress pad surrounded by a soft white duvet cover, bedskirt, and comforter, highlighting the cozy texture and serene atmosphere it creates for an excellent night'""
 ""A cozy bedroom featuring a plush comforter, soft pillows, and a vibrant pink color scheme for a peaceful night's sleep.""
 'A cozy bedroom featuring a plush pink bed with crisp white bedding and matching accents for a serene and relaxing atmosphere.']"
15,https://www.kroger.com/product/images/large/front/0007024230122,3511,afb4e0d2b80f904f,Red Diamond Tea Sugar Free with Splenda Perspective: front,['Iced tea' 'Flavored syrup' 'Ginger ale'],"['beverage which has identifying labels or logos'
 'gallon which is a handle on either side'
 'beverage which has liquid in a container']",['a gallon of red diamond syrup on a white background'],"['a gallon bottle of red diamond drink'
 'a jug of red diamond iced beverage' 'liquid from a jar of red diamond']","['A gallon of Red Diamond Syrup on a White Background.'
 'A Gallon Of Red Diamond Syrup On A White Background'
 'A Gallon of Red Diamond Syrup On A White Background']"
16,https://media.architecturaldigest.com/photos/5c3de44e48452908810a07cb/2:1/w_1280%2Cc_limit/CK.jpg,8465,94bf007583c7471f,gray building with blur of taxi,['Chrysler fifth avenue' 'storefront' 'Commercial building'],"['business which is a storefront or building'
 'building facade which is architectural details such as columns, cornices, and friezes'
 'storefront which has large display windows']",['a yellow taxi driving down a street next to a tall building'],"['this street scene is blurry, but the picture shows an image of a taxi going past a tall white building'
 'a building with people standing on a street corner and traffic passing by'
 'a yellow cab drives past a building with a tall column']","['A yellow taxi speeds by an impressive headquarters office building while other shops and stores fill the bustling commercial district.'
 'Yellow Taxi Driving Past Tall Building Storefront'
 'A yellow taxi cruises down a bustling street alongside a majestic skyscraper headquarters for a prestigious automotive company; both structures embody sleek design elements like columns, cornice moldings, and intr']"
17,http://www.guestinfrance.com/uploads/lieux/47/thumbs/Phare-dEckm%C3%BChl-bnb-chambres-dhotes-hotels.jpg,7811,ceb26d1609fe9922,Phare dEckmühl bnb chambres dhotes hotels,['lighthouse' 'Breakwater' 'Maritime museum'],"['harbor which has lighthouses and other navigational aids'
 'island which has sightseeing attractions such as lighthouses or monuments'
 'harbor which has breakwaters and bulkheads']",['boats are docked in the water next to a lighthouse'],"['a small pier with boats and a lighthouse on a sunny day'
 'small boats sitting in a harbor at a light house'
 'several small boats are in the foreground at a light house']","['Boats Docked Next To A Historic Lighthouse On Sunny Day'
 'Boats are moored in the calm waters alongside a lighthouse; this iconic landmark stands tall against the blue sky'
 'Boats are docked in the water next to a lighthouse']"
18,https://idahonews.com/resources/media/f7e5c41c-41a0-494e-9b47-fbf0e045367c-large16x9_snow1.JPG,4407,d129a7965264b6d6,Second Life online dating,['Snow removal' 'Winter storm' 'Downtown'],"['storm which has low temperatures' 'city which has busy sidewalks'
 'snow which is a smooth, flat surface']",['a city street covered in snow next to tall buildings'],"['a snow covered street in front of stores'
 'a street covered in snow next to businesses'
 'a busy street is smothered with snow']","['A downtown street during winter storm, covered by snow.'
 'A bustling downtown street coated entirely in freshly fallen snow during the peak of winter'
 'The downtown area was blanketed by heavy snowfall overnight as shown in these images taken early this morning after a significant winter storm passed through the area, making travel challenging and dangerous, necessitating the use of snow chains']"
19,https://faulknerbrowns.com/media/latest/newcastle-civic-centre-office-refurbishment-listed-distant-external-lh.jpg,7266,d2d96926d626c21f,Newcastle Civic Centre Office Refurbishment Listed Distant External Lh,['Brutalist architecture' 'Academic institution' 'Leisure centre'],"['library which has large building' 'theater which is a large building'
 'church which is a large building']",['a large building with a clock tower on top of it'],"['a big building with a very tall bell tower'
 'a building with a tower and a clock tower at the top of it'
 'a large building with a large clock tower']","['A Large Building With A Clock Tower On Top'
 'A large building with a clock tower on top'
 'A massive, clock-topped structure serves as an impressive backdrop for this sprawling educational complex.']"
20,http://coolibahstorage.com.au/wp-content/uploads/2017/10/20180404_141445.jpg,6809,da0ba7f8d0c534d8,Logan Village Brisbane storage sheds have expanded – don’t forget to enquire about sizes,['electrical substation' 'Community centre' 'Commercial building'],"['electrical substation which has fencing to protect the substation'
 'electrical substation which is a switchgear or circuit breakers'
 'kennel which is an enclosed structure']",['a white building with a green fence and trees in the background'],"['an outdoor storage building with a fence and trees behind it'
 'a storage building set close to some trees'
 'a green storage unit across from a road']","['A White Building With A Green Fence And Trees In Background...'
 'A white building with a green fence and trees in the backdrop serves as a community center while also functioning as an electrical transformer station.'
 'A white building with a green fence and trees in the background serves as an electrical substation while also housing various establishments such as a commercial store and community center nearby.']"
21,https://www.kilmerhouse.com/sites/default/files/inline-images/2015/10/Laurel-Club-520x448.jpg,8757,91a7c4174e333f62,"Headquarters of the Laurel Club at Johnson &amp; Johnson, from our archives.",['Commercial building' 'Nightclub' 'Historic site'],"['photo which may have a caption or title'
 'club which is a building or room with a dance floor'
 'warehouse which has large, rectangular building']",['an old black and white photo of a building'],"['old photograph of a building in the middle of a city of atlanta county'
 'an old black and white photo of a building'
 'historical photograph of old brick buildings on street corner']","['An old black and white photo of a commercial building with a sign reading ""Jazz Club"" visible on its facade'
 'An old black and white photo of a commercial building'
 'An old black and white photo of a commercial building']"
22,https://www.griffinlakecabins.com/wp-content/uploads/2016/10/12-400x284.png,7467,994327cdb163a06f,Hill climbing through the snow and sun on Sale mountain,['snowmobile' 'Skibobbing' 'Snow removal'],"['snowmobile which has handlebars for steering'
 'snowmobile which is a wide ski at the front for steering'
 'snowmobile which is a seat for a rider']",['a person riding a snowmobile down a snow covered slope'],"['a man riding a green snowmobile on a snow covered slope'
 'a picture of a snowmobile rider riding through snow'
 'a small green snowmobile racing through deep snow']","['A person rides a green snowmobile through deep snow down a sloping terrain as they enjoy winter fun activities like sledding or skibobbing while surrounded by tall trees, with the sun shining brightly above.'
 'A person rides a green snowmobile down a snow-covered slope.'
 'A person rids a green snow mobile down a snow covered slope']"
23,https://www.supremepooltables.com/wp-content/uploads/2019/06/supreme-prince-table2.jpg,3735,bc1985e62e2e634b,Supreme Prince Pool Table in Walnut,['pooltable' 'Billiard table' 'Snooker'],"['pool table which has cushioned edges'
 'pool table which has six pockets at the corners and sides'
 'pooltable which has six pockets around the edge']",['a pool table with several balls and a cue'],"['a pool table with several balls on it and a cue holder in the middle'
 'a close up of a pool table with different balls'
 'there are a few different cues and balls on this pool table']","['A pool table with multiple balls and a cue.'
 'A pool table with several balls and a cue'
 'A pool table with several balls and a cue']"
24,https://photos.smugmug.com/NY-NJ-WONDERS/Animoto-Private/i-KhNxJcx/4/ca2f4491/L/MFS_110917_0058_INPRG-L.jpg,4948,bb06c43827c53de3,"Purple and Textured Water Lily; Photographed at: New York Botanical Garden, Bronx, NY, September, 2011 © 2011 Marc Schoenholz Camera: Canon Canon EOS 7D Lens: 180 Shutter Speed: 1/125; Aperture: 13 ISO Setting: 800",['water lilly' 'water lily' 'Broadleaf pond lily'],"['water lily which is a pad-like structure at the base of the stem'
 'water lily which is a stem connecting the leaves and flower'
 'water lilly which is a fringe of filament-like structures around the flower']",['a purple flower sitting on top of a green leaf'],"['a purple flower sitting on top of a leaf in some waters'
 'a purple flower floating on the surface of a pond'
 'a purple flower blooming out of a small pond']","['A stunning purple flower floats elegantly on top of a large green leaf as it peeks over the calm water surface'
 'A beautiful Purple flower blossoms on a green leaf while afloat on the peaceful waters'
 'A purple flower sits calmly on top of a green leaf while floating on the serene aquatic environment; this could be a water lily or sacred lotus.']"
25,https://www.che.psu.edu/assets/images/history/petroleum-refining-laboratory.jpg,2949,f10ed3906edb1463,a group of people in a classrooom,['physics laboratory' 'Collaboration' 'Engineering'],"['photo which may have a caption or title'
 'lesson which is a group of people, typically students'
 'physics laboratory which has experiments in progress']",['a group of people sitting around a table in front of a blackboard'],"['three men looking at large model typewriter in front of students'
 'a group of teacher with a typewriter in front of a chalkboard'
 'men in dark suits at a table near a typewriter']","['A group of individuals sit huddled in a room filled with scientific equipment as they collaborate intensively.'
 'A team of engineers collaborate over oscilloscope readings to develop groundbreaking technology'
 'A group of students collaborating over a project inside a physics lab']"
26,https://www.iclarified.com/images/news/52159/247131/247131.png,7070,c7171d3a626a5f11,Mental Distraction Rankings of Voice Activated Systems While Driving [Chart,['Interaction' 'Human action' 'General motors autonomy'],"['expression which has tone of voice' 'issue which has raised voices'
 'adult which has deeper voice']",['a bar chart that shows the number of people who are using voice - activated systems'],"['graph of mental distractances in various vocalized styles'
 'a bar chart is shown with different levels'
 'the graph shows the number of people with developmental disabilities in their early years']","['A Bar Chart That Shows The Number Of People Who Are Using Voice Activation Systems'
 'A bar chart displays the number of individuals utilizing voice-activated technologies.'
 'A bar chart showing how many individuals utilize voice-activated technologies']"
27,https://i.pinimg.com/originals/48/99/42/489942c5c4969dd03475a355ceb32555.jpg,242,c6dc78c7e4160679,Sears Bedspreads And Comforters.Love These New Gorgeous Bedding Sets At Sears Home Home,['Bedding' 'comforter' 'Duvet cover'],"['comforter which is a pillow sham may be included'
 'bedspread which is a pattern, such as floral, geometric, or plaid'
 'comforter which is available in multiple colors, designs and textures']",['a bed with a black and white comforter and pillows'],"['a black and white bedding set with a chandelier and lights'
 'the bedspread is black and white and has a large black damance on it'
 'a black and white bed with chandelier and pillows']","['A stylishly decorated bedroom featuring a plush black and white duvet cover adorned with elegant patterns, complemented by matching pillow covers for added flair.'
 'A cozy bed with a black and white duvet cover and matching bed sheets, adorned with a stylish chandelier in the background'
 'A black and white duvet cover, adorned with intricate patterns and shapes in various hues, rests over a plush bed with matching bed sheets beneath, creating an inviting atmosphere for relaxation and slumber within this cozy']"
28,https://img.reuter.com/products/blanco/275x275/blanco-botton-pro-60-3-manual-waste-separation-system-3-x-13-litres--blanco-517470_0.jpg,5171,ffa0a0c79732c2e1,Blanco Botton Pro waste separation system for 60 cm undercounter unit,['Recycling bin' 'Waste container' 'Recycling'],"['bin which has handles or a handle-less lid'
 'bin which has usually made of plastic or metal'
 'drawer which is a rectangular or square-shaped container']",['a kitchen cabinet with a drawer full of items'],"['a bin with a container that has many items in it'
 'a drawer filled with lots of garbage cans'
 'a kitchen cabinet with three bins holding scissors and other items']","['A kitchen cabinet with a drawer containing multiple household objects.'
 'A kitchen cabinet with two bins containing food items'
 'A kitchen cabinet with 3 drawers; one has utensils while another has spice containers, and the third contains cookbooks.']"
29,https://campus-map.stanford.edu/tiles/bldg_lbls/17_50795_21042.png,352,e4a4dbca350bc66a,stanford searchable campus map Stanford Searchable Map,['campus' 'Outdoor recreation' 'conference center'],"['campus which has sidewalks, pathways, and roads'
 'campus which has parking lots'
 'campus which has dining and/or recreation areas']",['a map of a campus with several buildings'],"['a map of the campus including the main campus gyms and other buildings'
 'a map of a campus where campus buildings are located'
 'a map of campus centers and several of the buildings on which each building is shown']","['A map of a campus with several buildings such as the performing arts center, business School, outdoor recreations center, conference center.'
 'A campus map featuring various outdoor recreational spaces, a performing arts center, business school, and multiple dining and recreation areas situated around winding paths, roadways, and expansive parking lot areas.'
 'A map of a campus with several buildings.']"
30,https://i.pinimg.com/originals/44/e0/f4/44e0f4c1f0d43adbbb76079e0ef76208.jpg,685,c5c5c9c4c627e547,Anime Wallpaper Wallpaper Engine Red Anime Wallpaper 29 Images On Genchi Info The Best 100 Anime Wal Anime Wallpaper Cute Anime Wallpaper Hd Anime Wallpapers,['Red eye' 'Jigsaw' 'Red hair'],"['lev which has small eyes' 'drinker which has bloodshot eyes'
 'enemy which has confrontational facial expressions']",['a screenshot of a woman with red hair'],"['a screenshot of a person in a red hair'
 'a screenshot shot of a red devil holding a clock'
 'the game is about to be an important screen shot']","['A screenshot from a video games showing a female character with bright red locks standing close to an ornate wooden coffee table situated amidst a dimly lit crimson chamber. Her gaze seems to challenge those around her as she grasps the'
 'The woman stands beside a glowing clock with bloodshot eyes as she prepares for an approaching challenge while wearing a menacing grin.'
 'A screenshot of a woman with red hair']"
31,https://www.installershub.co.uk/wp-content/uploads/Intercyl-Twin-Coil-Open-300x360.jpg,3900,e3c99c329a63cccc,Intercyl Twin Coil Open,['waterheater' 'cylinder' 'Water tank'],"['waterheater which is a large, cylindrical metal tank'
 'waterheater which is an insulation jacket'
 'coil which is a cylindrical shape']",['a water heater with a hose attached to it'],"['the model of a cylindrical hot water heater'
 'a cylinder with a hose attached inside of it'
 'a water heater that is on display']","['A modern cylindrical water heater with a hose attached.'
 'A cylindrical hot water heater with a hose attached'
 'A cylindrical hot water storage tank with hoses connected at both ends via spigots; one hose may serve as the input, while another serves as the output in residential installations.']"
32,https://mcdn.wallpapersafari.com/small/66/54/ku7szZ.jpg,5858,c43d491ebac674a6,Contact Us About Me Privacy Policy Sitemap Disclaimer,['Rudbeckia' 'Calendula' 'Chrysanths'],"['black eyed susan which has blooms in summer and fall'
 'black eyed susan which can grow up to 1-2 feet tall'
 'garnishment which has food item used as decoration']",['a lot of pumpkins and flowers in pots'],"['many pots filled with pumpkins and flowers'
 'pumpkins and more fall flowers and plant life in pots'
 'a bunch of pots filled with pumpkins']","['A lot of pumpkins and flowers in pots.'
 'A lot of pumpkins and flowers in pots'
 'A colorful array of pumpkins and flowers fill numerous pots in this autumnal arrangement.']"
33,https://i.pinimg.com/236x/17/30/67/17306740b42ae8066fc522e5ef7dbcb1--wedding-stuff-dream-wedding.jpg,4433,d87e663c29e5c708,"Get expert wedding planning advice and find the best ideas for wedding decorations, wedding flowers, wedding cakes, wedding songs, and more. Winter Wedding Centerpieces, Wedding Table, Wedding Reception, Our Wedding, Dream Wedding, Snow Wedding Decorations, Wedding Gowns, Frozen Wedding, Snowy Wedding",['centerpiece' 'Wedding reception' 'Chiavari chair'],"['centerpiece which has centerpiece is typically the focal point of the table'
 'centerpiece which can be a flower arrangement, a candle arrangement, a sculpture, or any type of decorative item'
 'centerpiece which may be surrounded by decorations such as candles, crystals, or shells']",['a long table with white flowers and candles'],"['centerpieces and candles are arranged with an arrangement of trees'
 'large branches decorated with smaller flowers and candles are sitting in a round centerpiece'
 'this winter centerpiece is a real centerpiece for any table']","['A beautifully set long table adorned with white flowers and candles serves as the focal point of the wedding reception.'
 'A long table adorned with white flowers and candles serves as the focal point at a winter wedding reception'
 'A long table adorned with elegant white flowers and candles serves as a stunning backdrop at the wedding banquet.']"
34,https://medias.utsavfashion.com/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/o/solid-color-dupion-silk-long-skirt-in-grey-v1-bjg27_3.jpg,5588,beb478237133b138,Solid Color Dupion Silk Long Skirt in Grey,['Overskirt' 'Dance skirt' 'Gown'],"['skirt which is a length that can vary from mini to maxi'
 'skirt which is a hemline' 'skirt which is a garment']",['a woman wearing a silver skirt and black top'],"['silver long skirt with black top and black bow tie'
 'young woman wearing a long silver skirt standing and looking off camera'
 'a woman wearing a long silver skirt and black top']","['A woman is wearing a long silver skirt while standing alone'
 'A woman wears a silver skirt'
 'A woman dons an opulent silver skirt while posing seductively in this photograph.']"
35,http://www.myofficeone.com/office/wp-content/uploads/images/projects/higher-education-and-institutions/03/University-demountable-walls-installation-glass-offices-Office-One.jpg,1784,9fce71592c530d4c,Movable Glass Wall System Installation by Office One,['conference center' 'conference room' 'cubicle office'],"['center which has multiple smaller rooms or cubicles'
 'sliding door which may be made of glass, wood, or metal'
 'partition which can be freestanding or attached to walls']",['a room with several chairs and a desk in it'],"['three brown chairs next to a glass hallway wall while they are empty'
 'an empty glass walled room with benches and tables'
 'a room with a glass partition dividing it from an office space']","['A spacious conference room divided into smaller areas by sliding partitions, providing privacy and versatility for meetings and events.'
 'A spacious conference room divided into small sections by movable partitions, featuring comfortable seating options and natural light through transparent walls'
 'A spacious interior room featuring various pieces of modern furnishings, including sofas, chairs, and workstations, all separated by transparent partitions.']"
36,https://www.championtimber.com/media/catalog/product/cache/1/thumbnail/275x275/9df78eab33525d08d6e5fb8d27136e95/24754347-1.jpg,8295,f10f8fc6d933140d,1.0m Solid Light Oak Stair Nosing Lacquered,['Bandsaws' 'Tool belts' 'Table saws'],"['creampitcher which has curved handle'
 'handle which has one or two holes for attaching to a door or drawer'
 'mullion which can be decorative or plain']",['the champion logo on a blue background'],"['champion timber timber products logo with the logo on it and its name'
 'a champion lumbering belt, with the word champion lumber'
 'a blue and yellow poster for champion champion timber']","['Champion tools & Equipment for Woodworkers'
 'Champion Skis T - Shirts With Logo' 'Champion Logo.']"
