dim1,dim2,dim3,url
6.531801,3.397393,1.5252475,a close up of a car with flames on it
6.306033,1.2634447,0.3481802,a woman and a child smiling for a picture
7.586589,2.90463,0.7777712,a painting of three white orchids with green leaves
7.038524,4.008067,1.9137325,a yellow raft floating on top of a body of water
8.797473,3.1173987,0.024691736,a person in blue gloves is reaching for something in a box
8.973137,4.6153183,-0.88433397,a kitchen with black cabinets and white counter tops
8.515051,4.3422956,-0.31272277,fluval power filterr for aquariums
8.119965,2.994822,1.7457654,a classroom with red chairs and a projector screen
6.534177,0.9870119,2.1139314,a woman in a wedding dress standing in front of a wall
7.9623985,4.2299166,0.024157565,a pile of snow sitting on top of a snow covered ground
5.9651737,3.8141594,1.9631937,a painting of a train track going under a bridge
6.28685,1.3584814,2.760957,a black and white photo of a woman in a dress
9.369519,1.7025418,1.6384692,a black 2019 subaruna parked in front of a white background
7.351594,2.3471305,2.0389416,a helmet with the pittsburgh steelers logo on it
6.453887,2.0118446,1.413745,a painting of a man holding a bird and flowers
8.734819,3.4370441,0.75526476,a knitted skull sitting on top of a blue blanket
7.337388,2.8632374,-0.84254307,a row of glasses filled with drinks on a table
5.1447034,4.250083,1.5080748,a red and white restaurant website design
5.684457,2.4272013,2.930564,an old black and white photo of a town
8.290246,5.6628203,1.4691502,a bed room with a neatly made bed and a ceiling fan
7.710621,3.9523065,-0.6656891,a wooden table sitting on top of a wooden floor
8.486628,5.4782634,0.94103265,the interior of a car is clean and ready to be used
8.844016,4.705913,-0.6776357,a kitchen with a stove top oven sitting next to a window
6.8650227,4.3203483,2.1133125,a couple of boats that are docked in the water
7.886756,1.1974546,0.058126524,a close up of a person holding a passport
7.988944,4.7684917,-0.27298176,a dinning room with a table and chairs
8.528081,4.546173,-0.43176812,"a bathroom with a toilet, sink, and shower"
7.6911616,1.0690281,2.0398788,a green hat on a white background
4.7931204,4.339788,1.0064816,institutional buying and selling by quarter for kt ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny ny
4.7302914,2.6538172,-0.12922992,a group of people standing on top of a stage
8.746995,6.7995067,-0.27419564,a patio with a fire place and steps leading up to it
8.147973,1.1993386,2.3803372,a baby girl's pink dress and white pants
7.633012,3.0429738,-0.4918277,a wine bottle decorated with berries and greenery
5.846117,4.1736608,2.0126169,a view of a village in the mountains
5.2708116,2.1929135,-0.84418833,a couple of fake cows standing next to each other
8.005927,5.5977345,1.2522825,a bed sitting in a bedroom next to a window
8.213991,3.6993675,0.6555505,a hallway decorated with christmas lights and decorations
7.1594725,4.1827555,1.8921725,a wooden model of a boat on a white surface
5.755829,1.9474567,1.3124408,a construction worker standing in front of a building under construction
6.940552,0.68336815,2.392168,a woman wearing a bra and panties posing for the camera
8.872969,7.1732054,-0.43224606,a living room filled with furniture and a fire place
7.8310533,5.6236777,1.4440957,days inn by wyndham
5.747889,2.5241606,1.297032,a man riding a surfboard on top of a wave
4.917018,2.7395113,-0.57112175,a group of people that are playing drums
5.6900134,4.018232,2.0884607,a drawing of a city street with a lot of tall buildings
9.393678,5.6203303,0.46779084,a living room filled with furniture and a flat screen tv
7.4790354,3.5122416,-1.5323795,a machine that is sitting on top of a table
6.3161135,2.3021338,0.15469182,a woman sitting at a table in front of a window
6.9497027,4.2604737,2.1512887,a white catamaran docked at a dock
8.873517,6.313387,-0.02602623,a living room filled with furniture and a staircase
7.249928,2.8736498,-1.2256558,a bottle of courvoisir xo
4.7987456,2.627621,-0.50798595,a group of people standing in a room
8.88589,4.6511674,-0.76804453,a kitchen with a stove top oven next to a refrigerator
7.430398,2.9356742,-1.0194204,a bottle of champagne sitting on top of a table
6.267521,1.1558664,1.4667974,a woman standing in front of a microphone
7.0293756,3.0773735,-0.8658685,a bunch of balloons sitting on top of a table
7.7711997,3.79383,-1.0402137,an old typewriter sitting on top of a table
7.5864615,0.6169704,2.6370072,a blue sweater with a zipper on the chest
5.7396827,3.642024,2.5761003,a very tall building with a lot of windows
5.8026886,1.3666599,1.3233064,a man standing at a podium giving a speech
8.99326,1.4851716,-0.33811483,a close up of a car charger with a cable
8.970511,4.8639193,1.028243,a brown leather couch sitting on top of a white floor
9.440576,1.3994148,0.77093303,a close up of a pokemon figure on a white background
8.161376,5.6311936,1.4170518,a bed room with a neatly made bed and a flat screen tv
9.010409,5.727488,0.56844646,a room with wood floors and white walls
5.624432,3.0195308,-0.41499776,a group of four remote controls sitting next to each other
8.203292,1.3912079,-0.3019125,a pen with a pen tip next to it
8.461452,0.9322664,0.55700374,a diamond ring on a white surface
8.0603,4.165037,-0.22940171,a white office chair sitting on top of a white floor
8.184782,0.7846575,1.0290447,a blue and yellow striped glass pendant on a silver chain
8.289075,0.9402255,0.9307265,a silver ring with a purple stone in the center
7.5427995,3.1578662,-1.3030108,a bunch of rings sitting on top of a table
6.53533,4.533622,1.9257867,the sun is setting over a body of water
7.585008,2.8840926,2.0861382,a black and silver motorcycle parked on a white surface
5.9631352,2.024691,1.3726798,a man holding a dog in front of a cabin
6.738926,0.87520975,2.6997724,a woman wearing a black and white dress
8.293157,4.957984,0.6995583,a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture of a picture
5.621839,3.071461,0.5378866,a young boy laying in the grass with his hands on his face
7.9144135,2.9847271,-0.8280488,a person is decorating a cake with icing
8.871653,6.340264,-0.04133441,a spiral staircase in a home with a skylight
9.502347,1.7668841,1.5864856,a fender guitar amplifier sitting on top of a white background
5.735355,2.2749062,2.9484954,a black and white photo of a tree
8.479418,2.3481998,-0.10003924,a close up of a car dashboard with a clock
7.4745016,3.1497686,-0.6309062,a table topped with glass bottles filled with cactus and llamas
9.368707,1.7755212,1.5835928,a black briefcase on a white background
6.596477,2.4255548,0.41608942,a woman sitting on a couch holding a microphone
5.2922006,3.0061176,-0.32582533,a group of people sitting on the floor in a room
7.0681734,0.6515217,2.9315767,a woman wearing black stockings and high heels
8.5915575,5.327912,1.5687124,a bed with a brown comforter and pillows
6.765841,0.60205597,1.8388197,a white dress with green buttons on a mannequin
7.441769,2.7613528,-0.93727,two glasses of wine on a table with a view of a lake
6.2116923,0.7077528,1.3144954,a close up of a person wearing a suit and tie
4.871261,2.4595976,-0.8101845,a couple of people standing in a room
6.38023,4.480431,2.341866,a large passenger jet taking off from an airport runway
8.543506,3.3821578,-0.6621297,a box filled with assorted canned food items
9.349467,5.592028,0.4679573,a living room filled with furniture and a flat screen tv
5.510756,2.6226838,-0.13027225,a gym mat with a kettlebell on top of it
7.155792,4.6156783,0.20066886,a patio with a table and chairs and a ceiling fan
9.159442,5.1735992,0.89478725,a couch and ottoman in a room
8.83847,5.783322,0.6694863,a child's playroom with wooden toys
9.026672,1.4600793,-0.23847556,a close up of a single fiber module
5.940731,2.0400484,-0.89071965,a couple of hoses sitting next to each other
6.7364297,2.776771,0.4708317,a cartoon of a man sitting on top of a chair
8.323439,5.727871,1.4511995,a bed room with a neatly made bed
7.720752,0.7846213,0.78202885,a person holding a pair of earrings in their hand
8.696917,3.6547763,-0.5379723,a shelf filled with lots of different colored roofing sheets
6.5713797,4.3041973,1.474968,a small waterfall in the middle of a forest
8.618586,5.2360888,1.516179,a bed with a gray comforter and pillows
5.773984,2.2489386,2.912445,a black and white photo of a harbor
5.152141,2.6256795,0.28114003,a group of young men playing a game of soccer
6.81444,2.6910717,-0.21011703,a woman sitting at a table with a row of beer glasses in front of her
7.7332664,5.5892143,1.4732577,the holiday inn hotel and suites
7.4665785,0.7555437,2.6078665,a woman wearing a red shirt and black skirt
9.3432665,1.288106,1.6956047,a pair of brown hiking boots on a white background
8.606295,3.030542,1.0035847,a blue sports car parked in a dirt lot
5.958905,1.8721251,1.3976562,a man standing in front of a red barn
5.860592,4.7504554,2.1529412,an aerial view of the city of seattle
9.328337,1.5717295,1.2755181,an image of a tent on a white background
5.6014833,4.1291976,0.7065631,a sign that says home is where my plants are
7.84442,0.84473556,2.4961474,a man in a pink shirt and blue pants
5.4435854,1.9772642,-0.12747464,two women looking at shoes in a store
4.7223606,2.1560702,0.16327026,a group of people walking down a street holding american flags
9.019777,2.1002073,1.7092185,a red motorcycle on a white background
4.750361,2.3758461,0.18833646,a group of children standing in front of a building
6.432821,3.7775457,1.119978,a herd of deer standing on top of a grass covered field
6.7716684,0.68145365,2.2457423,a woman in a long white dress
5.127484,1.808707,-0.9804007,a boy and a girl talking to each other
8.8657465,4.0146575,-0.5627105,a set of three white cupboards next to each other
8.5408945,1.0495207,0.38544202,a close up of a bracelet on a pile of rocks
4.9063997,1.8389804,-0.31308594,two people setting up a tent near a lake
8.062991,1.1658763,2.2881198,a woman is wearing a pink outfit and holding a purse
7.859829,3.2576046,-1.1008989,three cupcakes with white frosting and red sprinkles
7.4075365,3.449446,-1.6013845,a machine that is sitting on top of a table
5.128101,1.9465859,-0.89423555,a man and a woman kissing in a room
8.02849,4.7661853,-0.29616076,a baby sitting in a high chair playing with a toy
7.4986362,3.6417496,0.9729571,a green inflatable frog floating in a pool
6.549198,3.6596277,1.9257972,two jeeps are parked on a rocky hill
7.6000404,0.5291269,2.57582,a pair of jeans on a hanger
6.5215607,1.216712,0.55138296,a smiling woman holding a bag of food
8.296016,5.4342675,0.8941143,a walk - in closet with lots of clothes
8.96002,4.887065,0.99514896,a guitar sitting on top of a black couch
8.627435,2.700117,-0.1793025,a black case with a handle and latches
9.1862335,1.6688801,1.4170582,a mexican flag on a white background
7.03985,0.5333262,1.6385853,a close up of a mannequin wearing a red hat
8.910265,5.49185,0.5087225,an empty office with lots of glass walls
6.6925917,0.9030334,2.7231994,a young girl in a black dress posing for the camera
9.273183,1.63032,1.6323534,a black toilet bag on a white background
7.310363,0.39024568,2.6888664,a woman wearing a white shirt and black pants
4.6401076,2.6028616,0.239306,a group of sailors standing in front of a large battleship
4.7456665,2.620754,-0.6288163,a group of people standing next to each other
5.9147687,2.343546,1.3583239,a firefighter spraying water on a house
8.214246,5.7835884,1.2962584,"a hotel room with a bed, chair and ottoman"
9.195455,2.0004187,1.6770867,a motorcycle wheel with red spokes on a white background
8.483456,5.464764,0.15949412,a ladder leaning against a bookshelf in a room
9.172441,1.4064947,0.20319992,a close up of a usb drive on a white surface
6.0531464,1.5668522,2.5792785,a black and white photo of a man wearing a hat
8.981359,5.5166063,0.51309276,a living room with a chair and a window curtain
8.143224,2.4381647,-0.57061815,a glass jar with a label on it
7.787696,3.3631382,-0.8423282,a cake sitting on top of a wooden table
7.4758935,2.9985135,1.9461704,a motorcycle is parked in a showroom
7.1440744,2.947102,-0.7962335,three decorated easter eggs sitting next to a basket
9.586436,1.6616324,1.1678958,three power invertors on a white background
7.339366,0.4575911,2.4790072,a woman in a white shirt and a green helmet
7.529434,3.3996773,-0.6922645,a counter with bottles of wine on it and a chair in front of it
7.346942,3.3397357,2.024716,an orange and white classic car parked in a parking lot
5.284011,4.7486634,1.9515476,a map of canada with the provincess highlighted
8.692319,4.8066926,-0.4803237,a kitchen with a sink and a couch in it
8.062367,3.0468233,-0.6700183,a knife sitting on top of a piece of wood
6.4282017,1.8105878,0.2844426,a woman is holding a fluffy cat on her lap
5.2637954,4.034327,0.8148295,"a quote that says, you are worth the quiet moment you are worth the deeper breath you"
5.74843,3.5907497,2.5968347,a large building with a cross on top of it
5.22669,4.4586873,1.7944431,"a map of restaurants, bars, and shops"
4.937544,1.8068411,-0.3228838,two people standing on a hill with a fire in the background
8.316244,5.975392,1.098563,a baby's room with a crib and a chair
8.084376,2.2041125,-0.5698707,a close up of a quilt on a table
8.113623,1.239566,2.3001845,a woman in a pink and white dress and a woman in a pink and white dress
9.050927,1.3390607,0.30469826,a close up of a rope on a white surface
7.6103506,2.87571,2.0358508,a brown motorcycle parked on a white surface
8.906563,3.5943398,0.29066306,"a blue, orange, and white cube ottoman"
4.683137,4.327575,0.8495087,a blue sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sprock sp
8.642471,6.153577,-0.059239853,a screenshot of a person standing on a set of stairs
8.477143,4.3942275,-0.38589603,a white toilet sitting next to a white sink
8.940139,1.6775397,-0.41812724,a pump with a hose attached to it
9.434851,1.4086771,0.8569309,a close up of a metal object on a white background
8.074294,3.0279324,-0.8839357,a white plate topped with crackers and a cheese ball
5.8401017,1.8736075,1.3326988,a man standing inside of a building under construction
9.269572,5.207914,0.7674553,two dogs sitting on a couch in a living room
8.319065,5.907417,1.1816618,a bedroom with a bunk bed and a chair
8.868694,7.1710424,-0.4295201,a living room filled with furniture and a fire place
8.093901,5.539277,1.2219557,a bedroom scene with focus on the bed and dressers
6.4629235,4.5579324,1.9564111,a large body of water with a city in the background
5.382982,4.116975,0.6594535,a sign that says refugees are human beings
8.882014,5.638662,0.53260094,a white conservatory with a glass roof
6.012816,1.3995532,1.611556,a man in a bow tie sitting at a table
5.6925116,2.400131,1.2386394,a man standing on a dock playing a guitar
8.923847,3.5352175,-0.06587318,a white and blue box with four drawers
9.415742,1.4728844,1.6285872,a grey adidas running shoe on a white background
9.46698,1.4315535,1.3270499,a bottle of boss bottled cologne on a white background
8.7867155,5.08898,1.3533143,a gray couch with pillows on top of it
7.357646,2.8017077,-0.9764832,three glass jellys sitting on top of a table
7.9390817,0.73002553,0.7795565,three pieces of jewelry on a white surface
6.020485,4.7863746,2.2352297,a view of the earth from the international space station
5.168857,1.9098692,-0.028416667,two female cricket players walking on a field
5.821423,4.728395,2.238356,an aerial view of a campus surrounded by trees
6.0992,1.7365885,1.0827409,a man holding two cans of beer up to his face
7.074465,0.45994437,2.7776675,a woman in white tights and fishnet stockings
8.173378,2.5659416,-0.51403207,a glass jar with a picture inside of it
6.868513,0.86314595,2.7509193,a woman wearing a black and gold dress
7.4237604,0.88931066,2.5498803,a girl in a maroon shirt playing a clarinet
8.088461,1.2331761,2.2772593,a woman wearing a dusty pink bridesmaid dress
7.9052353,2.2888484,0.022542916,a close up of a statue of a dog with a butterfly on it's wing
5.234986,4.230917,2.0709653,the experis manpower group logo
4.744069,2.7608132,0.20615128,a group of men standing on top of a boat
8.8022585,5.235409,0.105252676,a store filled with lots of different types of cleaning products
6.948414,4.2993402,2.0285857,a bunch of boats that are sitting in the water
7.36651,0.32703042,2.570071,a woman in a white shirt and beige pants
4.7908425,2.7381105,-0.4987619,a group of people standing around a turkey
8.905603,1.4471565,-0.2533258,a close up of a cell phone connected to a usb cable
8.376607,0.9190925,0.48158535,a close up of a ring with a skull on it
5.518302,3.8527036,2.0170047,an artist's rendering of a building on a city street
4.0572677,4.8297887,1.3771436,a graph that shows the number of people in the city
8.075852,2.4919307,-0.7736325,a close up of a bowl of crackers
4.94275,2.869017,-0.4017252,a group of people cutting a ribbon in a room
6.1018357,3.9634771,1.2556162,a house that is in the grass
5.749163,2.2308984,2.934174,a black and white photo of a mountain range
5.755936,3.5228474,2.6709602,a large stone building with a clock tower on top of it
7.1405053,4.5270176,0.12761521,a patio with chairs and a table in front of a house
9.324989,1.6460606,1.5638168,a black and white baby crib on a white background
7.3735375,3.1170185,-0.92732644,a bag of koongs chewy treats sitting on a table
6.3556933,4.5219564,2.3765256,a large jetliner sitting on top of an airport tarmac
5.90925,1.9122994,1.2397431,a man standing in front of a barrel of beer
4.8619494,2.672853,-0.63100797,a group of people that are playing guitars
8.52114,4.5835834,-0.47184744,a bathroom with a sink and a toilet
7.572644,2.5154452,-0.9083218,a pair of sunglasses sitting on top of a table
9.242354,5.385008,0.6941307,a living room with a couch and a window
6.3358107,1.90881,1.994468,a painting of a man in a black hat
8.698877,2.6706128,0.94023675,clear plastic tubes on a blue background
6.890173,0.6250589,2.3984945,a woman in a white lingerie posing for a picture
8.194903,5.7267413,1.3012469,a bedroom with a bed and a closet
8.005133,1.3872918,1.4018363,a rubber duck with a red and yellow checkered tie on it's neck
5.467537,3.0479302,-0.34193125,a group of people sitting around a living room
5.9044924,1.6222521,2.5452163,a black and white photo of a man standing next to a car
7.988358,2.4630482,-0.49562496,a close up of a bunch of flowers on a table
7.9007397,1.1790215,0.08216982,a close up of a person holding a button
8.068203,5.7264347,1.5657852,a bed room with a neatly made bed and a flat screen tv
5.0417895,3.7144563,1.5348358,a poster for a concert with a monster face on it
6.3223796,1.4438852,1.8482487,a woman standing in front of a brick wall
9.343235,5.362654,0.7244064,a living room with a couch and a table
5.799135,3.6859407,2.5057914,a street at night with a tower in the background
8.315561,3.2082412,-0.30888936,a carved box with flowers and birds on it
9.021413,1.4605924,-0.22619298,a close up of a computer motherboard with a cable connected to it
4.4710517,4.3169656,0.98793805,a screenshot of a number of reviews on a website
7.50196,3.2022202,2.1842873,a black bmw suv parked in front of a lake
7.879078,3.6461468,-0.31026793,a table set with white plates and silverware
8.236447,5.765089,1.2509634,a bedroom with a bunk bed and a desk
5.859032,1.5884522,1.3415294,a police officer standing in front of a statue
9.413315,1.4359779,0.79012334,a close up of a metal object on a white background
7.277389,3.4080262,-1.6228329,a machine that has a lot of bottles on it
8.521734,4.0304193,1.0246506,a dinosaur skull mounted on a brick wall
8.003928,0.98026395,1.1645658,a hand holding a small purple elephant on a gold chain
7.869426,3.195081,-1.0601779,three pieces of chocolate with an egg on top
8.461678,0.9314076,1.1174853,a leather strap with a blue and white design on it
4.4536424,2.3514695,-0.08679272,a group of people holding up signs at a protest
8.962601,1.9004551,-0.46662283,a kitchen faucet with a metal handle
5.348022,2.0849626,-0.38481152,a man and a woman working out in a gym
8.901705,7.1289716,-0.39579123,a living room filled with furniture and a christmas tree
7.2687593,3.4116206,2.0216987,a row of white vans parked in a parking lot
8.101799,5.5575113,1.1562371,a bedroom with a large bed and a large window
5.115805,1.8730251,-1.0235242,a comic page with a woman talking to a man
6.773301,1.6048018,2.0323968,a man sitting on top of a chair in front of a green curtain
5.8679194,2.0590563,-0.9147012,a couple of clamps sitting next to each other
7.7666864,2.7777617,-0.076523066,a vase of pink roses sitting on a table
8.160185,5.7513537,1.3846501,a hotel room with a large bed and a desk
7.82738,3.4703019,-0.3995415,a white bowl filled with black beans and tofu
7.1543036,0.3624741,2.3599548,a woman with long hair wearing a white top
9.396748,5.572529,0.49744433,a living room filled with furniture and a flat screen tv
9.108986,1.2104036,0.705014,a close up of a bracelet on a white background
7.9345694,3.3468359,-1.2341222,a package of lasagna lasagna lasagna
7.8690157,3.4968781,-0.5068603,a white bowl filled with food on top of a wooden table
8.099613,1.5710244,1.2314359,a crocheted potted plant with purple flowers
6.9806676,0.8494875,2.5760832,a woman wearing a colorful kimono
5.3577013,4.658851,1.9612654,a map of the kubera cave area
6.0787015,1.7260587,2.410704,a black and white photo of a man sitting on a couch
8.071901,1.1671597,1.6480665,a rollo hanging bag with various items in it
6.583943,1.2702205,0.47451803,a woman holding a baby in her arms
9.322509,1.3486624,0.6710232,a camera lens on a white background
8.9013815,7.151942,-0.4052926,a living room filled with furniture and a fire place
8.209033,1.2396364,2.294671,a pair of pink and black sandals
4.610747,2.2380967,-0.045459554,a group of people standing in front of tents
5.802069,3.5517452,2.6890697,a paper model of a castle with a clock tower
6.609051,0.83601296,2.1602023,a woman in a white dress standing on a red carpet
6.8516483,3.2835996,-0.5115526,a pile of different colored saddle covers
5.931453,3.783122,1.8358755,a building with a map on it and a parking lot in front of it
5.186283,4.1395407,2.0373611,the rv ribble valley business awards logo
5.1572676,4.683403,1.8463621,an old map of the united states
5.5658665,1.9898748,-0.2204791,a woman and a child are painting a bus
8.526351,2.590874,-0.26004046,a black case with a pair of scissors in it
7.934839,2.2102184,-0.107249536,a birthday card with a butterfly on it
5.687581,2.391439,2.9438314,a black and white photo of a city street
5.030699,1.6592879,-0.48293862,a man and a woman standing on a red carpet
7.981466,3.3204608,-0.61033636,a white plate topped with a salad on top of a table
7.9899416,3.466006,-0.5197259,a doll sitting on top of a white plate
7.8467207,0.60143703,1.1623114,a pair of red earrings on a black background
8.241213,5.782172,1.1922317,"a bedroom with a bed, desk and a chair"
8.434226,0.9187094,0.39473695,a wedding ring sitting on top of a feather
8.261871,1.9527532,0.103181295,a close up of the front of a motorcycle
7.837194,1.2833637,0.08673702,a person holding a cell phone in their hand
7.2637978,3.4413362,-1.5875179,a machine that is on a white surface
8.8979645,7.151588,-0.4079463,a living room filled with furniture and a fire place
3.676433,5.1034775,1.478275,a bar chart showing the number of bitcoins in bitcoin futures
8.8914795,3.696309,-0.48399466,a metal storage cabinet with several shelves
5.9757595,1.590047,2.5460882,a black and white photo of a man in a suit
8.222112,3.2025626,1.6677451,a red couch sitting in front of a brick wall
6.7247534,0.9843492,1.4712476,a woman wearing a virtual reality headset and headphones
9.323365,1.7291715,1.4450246,a silver car on a white background
6.7998214,4.3945365,2.124509,a large boat traveling across a large body of water
8.672343,1.4472135,-0.28389618,a close up of a cell phone on a pole
6.4673567,1.3037797,0.37870762,a woman holding a child in her arms
7.247563,0.536186,1.9519582,a woman with long brown hair wearing a necklace
9.1717,5.769782,0.47281042,a living room filled with furniture and a wooden floor
4.9141016,1.8463731,-0.41134384,two men shaking hands in front of flags
7.0507708,3.324274,-0.9180857,a christmas tree with a heart on top of it
6.9106092,0.816879,2.8623662,a woman wearing a black dress and heels
7.2171073,0.4199278,2.785519,a woman wearing a black blouse and leather pants
7.6829996,3.528778,-0.84867114,a black blender sitting on top of a counter
9.404011,1.4144248,0.79895467,a close up of a metal object on a white background
7.8365126,3.1875894,-1.0193855,three pieces of soap sitting on top of each other
3.8976517,4.890129,1.377312,a line graph showing the number of covidid cases
7.424134,3.430047,-1.5882376,a machine that is sitting on top of a table
7.1798596,3.9735475,-0.46383646,a group of chairs sitting in a circle on top of a wooden floor
4.948077,2.1121314,0.1691212,a group of women standing next to each other in front of a window
4.116169,4.7434645,1.1805068,a green line graph with a green arrow
7.5557556,0.6780078,2.5902855,a man in a blue shirt holding a sword
5.6810327,1.4749236,1.2454149,a man in a military uniform standing in front of a group of people
5.5790014,3.098842,-0.39958984,a group of people sitting around a wooden table
3.8601391,4.9371758,1.335923,a bar chart showing the number of business segments
5.02328,1.9411403,0.031436246,two women standing next to each other in front of a fence
7.970663,3.1782472,-0.9949423,a white plate topped with cupcakes covered in caramel
7.874878,2.7993782,-0.33394945,a vase filled with lots of flowers on top of a table
7.1288333,0.92988825,2.431572,a woman in a green bodysuit posing for a picture
5.1340294,2.2070947,-0.9930158,a zombie holding a gun in a room
8.512348,5.2613006,0.19276121,a bookshelf filled with lots of books in a library
7.8455353,1.2742016,-0.02500446,a person placing a piece of a puzzle
6.4680614,4.27217,1.4791517,a river running through a lush green field
5.3785176,3.4677427,1.6470081,a painting of a house on the cover of a magazine
8.043806,2.2356455,-0.7459857,a close up of a revolver on a table
8.105983,1.8096011,-0.020861357,a close up of a pair of shorts
6.5788927,2.52757,0.4157327,a drawing of a woman sitting on a chair
5.5259986,3.849371,1.8943998,this is a computer rendering of a house
6.8042736,2.314568,-0.79600424,two amps sitting next to each other on a gray surface
9.017139,1.2885691,-0.110275865,a sony mirrorless camera with a 32 - 70mm lens next to it
8.9376745,1.8383344,-0.4365477,an advertisement for the auto stop safety razor
5.1228585,3.6658237,1.4637569,a book cover of the ringed castle
